"","990
016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research","Course Total","18","",".",".",".",".",".",".",".","94.4",".",".",".","5.6",".",".",".","."
"FRENCH
400","Dept. Total","1188","3.342","35.6","27.9","18.9","5.6","4.3","1.3","1.3","4.0",".",".",".","0.1","0.3","0.4","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"400
FRENCH","","","","","","","","","","","","","","","","","","",""
"Freshmen","","191","2.978","18.8","28.8","22.5","11.0","8.4","4.7","3.7","0.5",".",".",".",".",".","1.0",".","0.5"
"Sophomore","","265","3.384","32.8","31.7","24.2","6.0","3.8","0.4","0.8","0.4",".",".",".",".",".",".",".","."
"Junior","","258","3.366","35.7","27.9","23.6","5.4","3.5","1.6","0.4","0.4",".",".",".",".",".","0.8",".","0.8"
"Senior","","316","3.415","43.7","27.5","15.8","4.1","4.7","0.3","1.6","1.9",".",".",".",".",".","0.3",".","."
"Undergraduates","","1030","3.307","34.3","28.9","21.2","6.2","4.9","1.5","1.5","0.9",".",".",".",".",".","0.5",".","0.3"
"Special","","33","3.472","42.4","24.2","6.1","3.0","3.0",".","3.0","9.1",".",".",".",".","9.1",".",".","."
"Graduate","","121","3.762","43.0","21.5","4.1","0.8",".",".",".","28.9",".",".",".","0.8",".",".","0.8","."
"Prof Yr 2","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","1188","3.342","35.6","27.9","18.9","5.6","4.3","1.3","1.3","4.0",".",".",".","0.1","0.3","0.4","0.1","0.3"
