"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"","991
034","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
052","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","991
074","2","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Reading","Course Total","13","4.000","61.5",".",".",".",".",".",".","38.5","",".",".","",".","",".",".",".",".","."
"LAW
528","Dept. Total","3576","3.546","38.1","17.7","20.5","2.1","1.0","0.6","0.1","19.5","",".",".","",".","",".","0.1","0.1","0.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","","","","",""
"Special","","16","2.629",".","12.5","12.5","18.8","18.8",".",".","25.0","",".",".","",".","",".",".","6.3","6.3","."
"Graduate","","127","3.488","34.6","22.0","22.0","3.1","3.1",".",".","15.0","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1217","3.477","36.6","24.5","34.4","2.4","1.1","0.3","0.1","0.4","",".",".","",".","",".",".","0.2",".","."
"Prof Yr 2","","1201","3.585","39.6","14.6","14.7","2.2","0.8","0.7","0.2","27.1","",".",".","",".","",".",".","0.1",".","."
"Prof Yr 3","","975","3.644","40.4","13.3","11.0","1.2","0.6","1.1","0.1","31.9","",".",".","",".","",".","0.2","0.1",".","."
"Prof Yr 4","","40","3.976","12.5","2.5",".",".",".",".",".","82.5","",".",".","",".","",".","2.5",".",".","."
"Professionals","","3433","3.551","38.5","17.6","20.5","2.0","0.8","0.7","0.1","19.7","",".",".","",".","",".","0.1","0.1",".","."
"","Dept. Total","3576","3.546","38.1","17.7","20.5","2.1","1.0","0.6","0.1","19.5","",".",".","",".","",".","0.1","0.1","0.0","."
