"","967
008","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
009","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","967
011","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Urology Clerkship-CSC","Course Total","11","3.364","9.1","36.4","45.5",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","9.1"
"SURGERY
936","Dept. Total","216","3.392","26.9","36.6","31.5","2.3","0.5","",".","",".","",".","",".",".","",".","",".","",".","0.5",".","1.9"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","3.500","50.0",".","50.0",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","1","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","3.667","66.7",".","33.3",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","",".",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","100.0"
"Prof Yr 2","","3","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","115","3.308","23.5","31.3","40.0","4.3","0.9","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","91","3.574","28.6","47.3","23.1",".",".","",".","",".","",".","",".",".","",".","",".","",".","1.1",".","."
"Professionals","","209","3.390","26.8","37.8","32.1","2.4","0.5","",".","",".","",".","",".",".","",".","",".","",".","0.5",".","."
"","Dept. Total","216","3.392","26.9","36.6","31.5","2.3","0.5","",".","",".","",".","",".",".","",".","",".","",".","0.5",".","1.9"
