"ASTRONOMY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","",""
"100
Survey of Astronomy","001","","112","2.577","23.2","9.8","18.8","9.8","17.0","13.4","7.1",".",".",".",".",".",".","0.9",".","."
"103","001","","141","2.880","14.9","14.2","27.0","22.0","17.0","2.8",".","1.4",".",".",".",".",".",".",".","0.7"
"103","002","","127","2.691","11.0","3.1","37.8","23.6","15.0","3.1","3.1","2.4",".",".",".",".",".","0.8",".","."
"The Evolving Universe","Course Total","","268","2.791","13.1","9.0","32.1","22.8","16.0","3.0","1.5","1.9",".",".",".",".",".","0.4",".","0.4"
"104
Exploration of Solar System","001","","113","2.725","10.6","9.7","42.5","7.1","21.2","3.5","3.5","1.8",".",".",".",".",".",".",".","."
"113","001","","16","3.500","62.5","25.0",".",".","6.3",".","6.3",".",".",".",".",".",".",".",".","."
"113","002","","18","3.417","44.4","38.9","5.6",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"113","003","","20","3.750","65.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"113","004","","19","3.079","21.1","21.1","42.1","5.3","5.3",".","5.3",".",".",".",".",".",".",".",".","."
"113","005","","22","3.477","59.1","4.5","27.3",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Hands on the Universe","Course Total","","95","3.447","50.5","21.1","18.9","1.1","4.2","1.1","3.2",".",".",".",".",".",".",".",".","."
"150
Topics in Astronomy","001","","9","3.438","22.2","33.3","33.3",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"200
The Physical Universe","001","","8","2.857","25.0",".","37.5",".","12.5","12.5",".",".",".",".",".",".",".",".",".","12.5"
"320
The Interstellar Medium","001","","11","3.091","27.3","18.2","27.3",".","27.3",".",".",".",".",".",".",".",".",".",".","."
"340
Solar System Astrophysics","001","","17","3.294","47.1","5.9","35.3","5.9",".",".","5.9",".",".",".",".",".",".",".",".","."
"460
Experience-Astronom Observ","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Senior Honors Thesis","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Directed Study","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"710
Stellar Atmospheres","001","","11","3.333","27.3","18.2","27.3",".","9.1",".",".","18.2",".",".",".",".",".",".",".","."
"720
Intrstelr Med I-Basic Procs","001","","9","3.389","33.3","11.1","55.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Seminar in Astrophysics","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
