"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","101
001","17","2.603","23.5","11.8","5.9","23.5","11.8","11.8","5.9","5.9",".",".",".",".",".",".",".","."
"","101
002","23","3.109","34.8","13.0","21.7","17.4","8.7",".","4.3",".",".",".",".",".",".",".",".","."
"","003
101","23","3.130","21.7","34.8","26.1","8.7",".","4.3","4.3",".",".",".",".",".",".",".",".","."
"","004
101","23","3.022","17.4","13.0","47.8","8.7","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","101
005","23","3.217","47.8","8.7","21.7",".","13.0","8.7",".",".",".",".",".",".",".",".",".","."
"","101
006","24","2.833","20.8","4.2","33.3","20.8","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","101
007","24","3.304","37.5","12.5","29.2","4.2","12.5",".",".","4.2",".",".",".",".",".",".",".","."
"","101
008","23","3.109","34.8","13.0","26.1","8.7","8.7","8.7",".",".",".",".",".",".",".",".",".","."
"","101
009","23","2.841","17.4","8.7","34.8","13.0","17.4",".","4.3","4.3",".",".",".",".",".",".",".","."
"","010
101","21","2.600","14.3","14.3","38.1","4.8","4.8","4.8","14.3",".",".",".",".",".",".","4.8",".","."
"First Year Spanish","Course Total","224","2.994","27.2","13.4","29.0","10.7","10.3","4.0","3.6","1.3",".",".",".",".",".","0.4",".","."
"","102
001","20","3.175","40.0","15.0","10.0","10.0","25.0",".",".",".",".",".",".",".",".",".",".","."
"","102
002","21","3.429","28.6","33.3","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","102
003","13","2.846","15.4","15.4","38.5","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".","."
"","102
004","20","2.400","10.0","5.0","15.0","15.0","45.0","10.0",".",".",".",".",".",".",".",".",".","."
"","102
005","24","2.958","20.8","12.5","45.8","4.2","4.2","12.5",".",".",".",".",".",".",".",".",".","."
"","006
102","22","3.432","40.9","27.3","13.6","13.6","4.5",".",".",".",".",".",".",".",".",".",".","."
"","102
007","22","2.636","4.5","13.6","36.4","13.6","22.7","9.1",".",".",".",".",".",".",".",".",".","."
"","102
008","23","2.841","21.7","26.1","13.0","4.3","17.4","8.7","4.3","4.3",".",".",".",".",".",".",".","."
"","009
102","19","2.605","21.1","10.5","21.1","15.8","15.8","5.3","10.5",".",".",".",".",".",".",".",".","."
"","102
010","24","3.083","25.0","12.5","25.0","29.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","011
102","21","2.200","4.8","4.8","19.0","14.3","33.3","14.3","4.8","4.8",".",".",".",".",".",".",".","."
"","102
012","20","3.025","20.0","5.0","50.0","10.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","102
013","20","2.975","15.0","20.0","30.0","25.0","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"","102
014","24","3.333","20.8","33.3","41.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","102
015","17","3.382","29.4","23.5","41.2","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","102
016","18","2.441","5.6","5.6","22.2","11.1","44.4","5.6",".","5.6",".",".",".",".",".",".",".","."
"","102
017","25","3.174","20.0","32.0","20.0",".","20.0",".",".","4.0",".",".",".",".",".",".",".","4.0"
"First Year Spanish","Course Total","353","2.951","20.4","17.8","27.8","11.0","15.9","4.2","1.4","1.1",".",".",".",".",".",".",".","0.3"
"","203
001","19","3.000",".","36.8","36.8","15.8","10.5",".",".",".",".",".",".",".",".",".",".","."
"","203
002","21","2.857","19.0","23.8","19.0","4.8","23.8","9.5",".",".",".",".",".",".",".",".",".","."
"","203
003","20","3.200","15.0","30.0","40.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"","004
203","24","3.083","29.2","20.8","16.7","12.5","16.7","4.2",".",".",".",".",".",".",".",".",".","."
"","203
005","19","2.868","15.8","10.5","36.8","5.3","31.6",".",".",".",".",".",".",".",".",".",".","."
"","203
006","23","3.217","26.1","30.4","21.7","4.3","17.4",".",".",".",".",".",".",".",".",".",".","."
"","203
007","22","2.857","13.6","27.3","36.4",".","4.5","4.5","9.1","4.5",".",".",".",".",".",".",".","."
"","008
203","19","3.263","26.3","36.8","15.8","15.8",".","5.3",".",".",".",".",".",".",".",".",".","."
"","009
203","24","2.833","12.5","16.7","37.5","8.3","16.7","8.3",".",".",".",".",".",".",".",".",".","."
"","010
203","22","2.909","27.3","4.5","31.8","4.5","27.3","4.5",".",".",".",".",".",".",".",".",".","."
"","011
203","24","3.043","37.5","8.3","29.2",".","8.3","8.3","4.2","4.2",".",".",".",".",".",".",".","."
"","203
012","25","3.220","24.0","28.0","24.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".","."
"","013
203","21","3.143","14.3","33.3","28.6","14.3","9.5",".",".",".",".",".",".",".",".",".",".","."
"","014
203","24","2.978","20.8","29.2","25.0","8.3",".","4.2","8.3","4.2",".",".",".",".",".",".",".","."
"","203
015","23","3.304","8.7","52.2","30.4","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
016","22","3.250","31.8","13.6","45.5",".","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"","018
203","22","3.000","18.2","18.2","31.8","18.2","9.1","4.5",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 298 of 386",""
