"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"201
Survey of Biochemistry","001","","35","2.900","25.7","14.3","20.0","11.4","22.9","2.9","2.9",".",".",".",".",".",".",".",".","."
"289","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"289","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Independent Study","Course Total","","2","***","","","","","","","","","","","","","","","",""
"299","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","051","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"299","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","063","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","3.947","88.2","5.9","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"501
Introduction-Biochemistry","001","","221","3.183","25.8","18.1","37.1","6.8","11.8",".","0.5",".",".",".",".",".",".",".",".","."
"508
General Biochemistry II","001","","123","3.035","33.3","8.9","30.1","6.5","12.2","7.3","1.6",".",".",".",".",".",".",".",".","."
"511","001","","17","3.588","29.4","58.8","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduate Seminar","Course Total","","42","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"550
Topics in Medical Biochem","001","","42","3.366","33.3","11.9","47.6","2.4","2.4",".",".","2.4",".",".",".",".",".",".",".","."
"602
Biochem Mech-Regulatn/Cell","001","","54","3.279","27.8","9.3","50.0","7.4","1.9",".",".","3.7",".",".",".",".",".",".",".","."
"603
Eukaryotic Molecular Biol","001","","53","3.304","32.1","11.3","37.7","13.2","1.9",".",".","3.8",".",".",".",".",".",".",".","."
"625
Coemzymes&Cofactrs-Enzymlgy","001","","14","3.500","50.0","14.3","14.3","7.1","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"651
Biochemical Methods","001","","42","3.440","33.3","26.2","38.1",".","2.4",".",".",".",".",".",".",".",".",".",".","."
"682","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 12 of 386"
