"","991
059","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","991
062","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research Nutrition","Course Total","33","",".",".",".",".",".",".",".","75.8",".",".",".","24.2","",".",".",".","."
"Independent Study-Nutrition","993
008","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"NUTR SCI
694","Dept. Total","754","2.825","19.6","12.6","20.2","11.9","20.2","2.9","1.6","8.2",".","1.6",".","1.1","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","2.680","13.6","13.6","20.8","14.4","31.2","5.6","0.8",".",".",".",".",".","",".",".",".","."
"Sophomore","","160","2.658","15.6","11.9","20.6","13.1","30.0","5.6","2.5","0.6",".",".",".",".","",".",".",".","."
"Junior","","158","2.765","16.5","15.2","19.6","17.1","25.9","1.3","2.5",".",".","1.3",".",".","",".",".",".","0.6"
"Senior","","183","3.034","26.2","14.8","23.5","12.0","12.0","1.6","1.6","2.7",".","5.5",".",".","",".",".",".","."
"Undergraduates","","626","2.790","18.5","13.9","21.2","14.1","24.0","3.4","1.9","1.0",".","1.9",".",".","",".",".",".","0.2"
"Special","","13","2.852","7.7","15.4","46.2",".","7.7","7.7",".","15.4",".",".",".",".","",".",".",".","."
"Graduate","","111","3.544","27.0","5.4","9.0","1.8","0.9",".",".","48.6",".",".",".","7.2","",".",".",".","."
"Prof Yr 1","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","2","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","4","3.250","25.0",".","75.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","754","2.825","19.6","12.6","20.2","11.9","20.2","2.9","1.6","8.2",".","1.6",".","1.1","",".",".",".","0.1"
