"","990
024","1","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
027","2","***","","","","","","","","","",".",".",".","",".",".",".","."
"","990
028","3","***","","","","","","","","","",".",".",".","",".",".",".","."
"Adv Biomoleclr Chem & Rsrch","Course Total","56","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"BMOLCHEM
758","Dept. Total","359","3.215","29.8","10.3","15.9","3.9","8.4","3.6","0.3","27.6",".",".",".","",".","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","3","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".","",".",".",".",".","."
"Junior","","37","3.324","48.6","10.8","21.6","5.4","8.1","5.4",".",".",".",".",".","",".",".",".",".","."
"Senior","","191","3.158","38.7","14.1","22.5","4.7","13.1","5.8","0.5",".",".",".",".","",".","0.5",".",".","."
"Undergraduates","","231","3.194","40.7","13.4","22.5","4.8","12.1","5.6","0.4",".",".",".",".","",".","0.4",".",".","."
"Special","","9","3.250","33.3","22.2","11.1","33.3",".",".",".",".",".",".",".","",".",".",".",".","."
"Graduate","","118","3.450","8.5","3.4","3.4",".","1.7",".",".","83.1",".",".",".","",".",".",".",".","."
"Prof Yr 2","","1","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".","100.0",".",".",".","",".",".",".",".","."
"","Dept. Total","359","3.215","29.8","10.3","15.9","3.9","8.4","3.6","0.3","27.6",".",".",".","",".","0.3",".",".","."
