"","990
093","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
094","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
096","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","73","",".",".",".",".",".",".",".","95.9",".",".",".","4.1",".",".",".","."
"PHYSICS
754","Dept. Total","2351","2.973","20.9","17.8","23.8","14.2","16.7","1.1","0.8","4.2","0.0",".",".","0.1","0.2","0.1","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","244","2.726","14.3","12.3","24.2","16.4","27.0","2.9","0.8","0.4",".",".",".",".","1.2",".","0.4","."
"Sophomore","","609","2.963","20.0","16.6","26.3","16.4","19.0","0.7","0.8","0.2",".",".",".",".",".",".",".","."
"Junior","","716","2.918","16.3","19.8","26.4","16.9","17.5","1.1","1.4","0.4",".",".",".",".",".",".",".","0.1"
"Senior","","522","3.072","27.2","20.3","22.0","13.2","15.3","1.1",".","0.2",".",".",".",".","0.2","0.2","0.2","."
"Undergraduates","","2091","2.943","19.9","18.1","25.0","15.8","18.5","1.2","0.8","0.3",".",".",".",".","0.2","0.0","0.1","0.0"
"Special","","36","3.043","25.0","11.1","33.3",".","11.1",".","2.8","11.1",".",".",".",".","2.8","2.8",".","."
"Graduate","","225","3.600","29.8","16.0","10.7","1.3","0.9",".",".","39.1","0.4",".",".","1.3",".",".","0.4","."
"","Dept. Total","2352","2.973","20.9","17.8","23.8","14.2","16.7","1.1","0.8","4.2","0.0",".",".","0.1","0.2","0.1","0.1","0.0"
