"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","","",""
"N E
684","Dept. Total","150","3.420","34.0","15.3","17.3","4.7","5.3","0.7","",".","9.3","",".",".","",".","13.3","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","2.500",".",".","50.0",".","50.0",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","1","3.000",".",".","100.0",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","9","3.483","44.4","22.2","11.1","22.2",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","53","3.369","49.1","13.2","17.0","7.5","11.3","1.9","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","65","3.343","46.2","13.8","18.5","9.2","10.8","1.5","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","86","3.524","25.6","15.1","16.3","1.2","1.2",".","",".","16.3","",".","1.2","",".","23.3","",".",".",".","."
"","Dept. Total","152","3.420","34.2","15.1","17.1","4.6","5.3","0.7","",".","9.2","",".","0.7","",".","13.2","",".",".",".","."
