"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"Labor Relations Law","745
001","20","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Protective Labor Legislatn","747
001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trademarks","749
001","48","3.602","39.6","31.3","20.8",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","801
001","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
002","57","3.488","38.6","14.0","12.3",".","3.5","3.5",".","28.1",".",".",".",".",".",".",".","."
"Evidence","Course Total","67","3.520","40.3","16.4","13.4",".","3.0","3.0",".","23.9",".",".",".",".",".",".",".","."
"","802
001","56","3.545","46.4","23.2","25.0","3.6",".","1.8",".",".",".",".",".",".",".",".",".","."
"","802
002","88","3.485","33.0","13.6","25.0","3.4","1.1",".",".","23.9",".",".",".",".",".",".",".","."
"Civil Procedure II","Course Total","144","3.512","38.2","17.4","25.0","3.5","0.7","0.7",".","14.6",".",".",".",".",".",".",".","."
"","808
001","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","808
002","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Legal Writing","Course Total","28","3.754","64.3","28.6","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Administrative Advocacy","813
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","815
001","40","3.959","95.0",".",".","2.5",".",".",".","2.5",".",".",".",".",".",".",".","."
"","815
002","19","4.000","10.5",".",".",".",".",".",".","89.5",".",".",".",".",".",".",".","."
"","815
003","9","4.000","77.8",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","815
004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","005
815","22","3.944","90.9","4.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","93","3.956","74.2","2.2","1.1","1.1",".",".",".","21.5",".",".",".",".",".",".",".","."
"Tax-Partnershps & S Corps","816
001","24","3.676","37.5","20.8","12.5",".",".",".",".","29.2",".",".",".",".",".",".",".","."
"","817
001","25","3.263","36.0","8.0","20.0",".","4.0","4.0","4.0","24.0",".",".",".",".",".",".",".","."
"","817
002","57","3.382","35.1","10.5","12.3","1.8","1.8","3.5","1.8","33.3",".",".",".",".",".",".",".","."
"Business Organizations I","Course Total","82","3.342","35.4","9.8","14.6","1.2","2.4","3.7","2.4","30.5",".",".",".",".",".",".",".","."
"Family Law II","823
001","33","3.650","51.5","15.2","24.2",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Federal Jurisdiction","824
001","25","3.600","56.0","8.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"International Transactions","828
001","23","3.304","30.4","26.1","30.4",".","13.0",".",".",".",".",".",".",".",".",".",".","."
"Remedies","839
001","32","3.460","34.4","15.6","25.0",".",".","3.1",".","21.9",".",".",".",".",".",".",".","."
"Taxation II","840
001","18","3.577","33.3","16.7","22.2",".",".",".",".","27.8",".",".",".",".",".",".",".","."
"Environ Law & Institutions","848
001","19","3.647","52.6","10.5","26.3",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","54","3.815","64.8","33.3","1.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","850
001","42","3.488","50.0","21.4","21.4",".","2.4","2.4","2.4",".",".",".",".",".",".",".",".","."
"","002
850","80","3.279","31.3","16.3","26.3","5.0","2.5","6.3",".","12.5",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","122","3.357","37.7","18.0","24.6","3.3","2.5","4.9","0.8","8.2",".",".",".",".",".",".",".","."
"","852
001","12","3.792","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","852
002","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","17","3.813","58.8","35.3",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","004
852","14","3.429","42.9","7.1","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".","."
"","852
005","10","3.050","10.0","10.0","60.0","20.0",".",".",".",".",".",".",".",".",".",".",".","."
"","852
006","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","74","3.685","50.0","14.9","17.6","4.1",".",".",".","13.5",".",".",".",".",".",".",".","."
"","854
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","003
854","13","3.756","69.2","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 317 of 386",""
