"","990
044","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
047","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
051","3","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","11","",".",".",".",".",".",".",".","81.8",".",".",".","18.2","",".",".",".","."
"ANATOMY
144","Dept. Total","402","3.172","40.8","9.2","19.7","6.0","9.7","8.2","1.5","3.7",".",".",".","0.5","",".","0.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"144
ANATOMY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","2.466","22.2",".","22.2","11.1","22.2","22.2",".",".",".",".",".",".","",".",".",".","."
"Sophomore","","90","2.429","12.2","6.7","26.7","12.2","18.9","16.7","4.4",".",".",".",".",".","",".","2.2",".","."
"Junior","","119","3.181","42.0","10.9","21.8","5.0","8.4","9.2","1.7",".",".",".",".",".","",".","0.8",".","."
"Senior","","112","3.446","53.6","13.4","16.1","5.4","6.3","4.5",".","0.9",".",".",".",".","",".",".",".","."
"Undergraduates","","330","3.074","37.3","10.3","21.2","7.3","10.9","10.0","1.8","0.3",".",".",".",".","",".","0.9",".","."
"Special","","20","3.500","50.0","5.0","35.0",".","10.0",".",".",".",".",".",".",".","",".",".",".","."
"Graduate","","27","3.862","33.3","3.7","3.7",".",".",".",".","51.9",".",".",".","7.4","",".",".",".","."
"Prof Yr 1","","2","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 3","","2","2.750",".","50.0",".",".","50.0",".",".",".",".",".",".",".","",".",".",".","."
"Prof Yr 4","","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","25","3.892","88.0","4.0","4.0",".","4.0",".",".",".",".",".",".",".","",".",".",".","."
"","Dept. Total","402","3.172","40.8","9.2","19.7","6.0","9.7","8.2","1.5","3.7",".",".",".","0.5","",".","0.7",".","."
