"","990
052","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
061","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
120","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Marketing","Course Total","5","***","","","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1749","3.320","24.3","30.6","32.8","9.0","1.5","0.3","0.2","1.0","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","527","3.257","21.8","24.3","40.6","11.6","0.6","0.4","0.4",".","",".",".","",".","",".","",".","0.4",".","."
"Senior","","881","3.267","19.9","31.2","34.2","10.3","2.5","0.5","0.2","1.0","",".",".","",".","",".","",".","0.2",".","."
"Undergraduates","","1408","3.263","20.6","28.6","36.6","10.8","1.8","0.4","0.3","0.6","",".",".","",".","",".","",".","0.3",".","."
"Special","","20","3.263","10.0","50.0","20.0","10.0","5.0",".",".","5.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","318","3.595","41.8","37.7","17.0","0.9",".",".",".","2.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","3","3.333",".","66.7","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","3","3.333",".","66.7","33.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1749","3.320","24.3","30.6","32.8","9.0","1.5","0.3","0.2","1.0","",".",".","",".","",".","",".","0.2",".","."
