"POLITICAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"502
Dev Mod West Pol Thought","001","","69","3.642","43.5","34.8","15.9",".",".",".",".","2.9",".",".",".",".","1.4",".",".","1.4"
"503
Contemp Political Thought","001","","41","3.232","26.8","26.8","26.8","4.9","7.3",".","2.4","2.4",".",".",".",".",".","2.4",".","."
"505
Challenge of Democratizatn","001","","19","2.973","21.1","26.3","31.6","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"506
Topics in Political Philos","001","","60","3.705","53.3","33.3","6.7","3.3",".",".",".",".",".",".",".",".",".",".","3.3","."
"519
African Amer Political Theory","001","","19","3.447","42.1","36.8","5.3",".","15.8",".",".",".",".",".",".",".",".",".",".","."
"552
Quantitative Anal-Pol Data","001","","9","3.260","33.3","11.1","33.3",".","11.1",".",".",".",".",".",".",".","11.1",".",".","."
"611
Comparative Political Econ","001","","37","3.021","16.2","32.4","24.3","8.1","16.2",".","2.7",".",".",".",".",".",".",".",".","."
"642
Politcl Power-Contemp China","001","","39","3.346","33.3","28.2","25.6","10.3",".",".","2.6",".",".",".",".",".",".",".",".","."
"651
Politics of South Asia","001","","9","3.271","11.1","44.4","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"653
Politics-Developing Areas","001","","42","2.960","19.0","9.5","40.5","16.7","7.1","2.4","2.4",".",".",".",".",".",".","2.4",".","."
"681","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seniors Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","5","***","","","","","","","","","","","","","","","",""
"684
Senior Honors Thesis Smr","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"685
Honors Research Internship","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"692","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"695","001","","17","3.824","70.6","23.5","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","16","3.750","56.3","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","031","","6","3.565","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Prosem: Topics in Poli Sci","Course Total","","46","3.727","56.5","32.6","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
