"","990
013","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Thesis-Research","Course Total","30","",".",".",".",".",".",".",".","90.0",".",".",".","10.0",".",".",".","."
"CBE
220","Dept. Total","855","3.077","29.1","12.7","20.9","11.7","8.5","3.6","0.4","8.4",".","0.7",".","3.0","0.1","0.1","0.5","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","19","3.132","26.3","15.8","26.3","21.1","10.5",".",".",".",".",".",".",".",".",".",".","."
"Junior","","164","2.875","22.6","14.6","20.7","20.7","11.0","6.7","0.6","1.2",".",".",".",".",".",".","1.8","."
"Senior","","482","3.055","30.9","14.3","26.3","12.0","10.8","4.1","0.4","0.6",".","0.2",".",".",".",".","0.2","."
"Undergraduates","","666","3.011","28.7","14.4","25.1","14.4","10.8","4.7","0.5","0.8",".","0.2",".",".",".",".","0.6","."
"Special","","23","3.235","34.8","8.7","30.4","13.0",".",".",".",".",".","4.3",".",".",".","4.3",".","4.3"
"Graduate","","168","3.750","31.0","6.5","3.0","0.6","0.6",".",".","39.9",".","2.4",".","15.5","0.6",".",".","."
"","Dept. Total","857","3.077","29.3","12.7","20.9","11.7","8.5","3.6","0.4","8.4",".","0.7",".","3.0","0.1","0.1","0.5","0.1"
