"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","2362","3.193","35.2","15.4","22.9","14.1","8.0","1.4","0.3","1.6","",".",".",".","0.8","0.1","0.0","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","2","3.500","50.0",".",".","50.0",".",".",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","9","3.750","77.8",".","22.2",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","29","3.284","37.9","13.8","27.6","13.8","6.9",".",".",".","",".",".",".",".",".",".",".","."
"Senior","","127","3.182","31.5","17.3","15.7","15.7","14.2","3.1",".","0.8","",".",".",".",".",".","0.8","0.8","."
"Undergraduates","","167","3.227","35.3","15.6","18.0","15.0","12.0","2.4",".","0.6","",".",".",".",".",".","0.6","0.6","."
"Special","","21","3.313","23.8","33.3","19.0","14.3","9.5",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","110","3.979","49.1","2.7",".",".",".",".",".","29.1","",".",".",".","18.2",".",".","0.9","."
"Prof Yr 1","","642","3.040","31.3","15.4","19.8","17.9","12.5","3.0","0.2",".","",".",".",".",".",".",".",".","."
"Prof Yr 2","","711","3.119","30.8","17.7","26.2","14.5","8.9","1.0","0.8",".","",".",".",".",".","0.1",".",".","."
"Prof Yr 3","","562","3.184","34.3","14.6","30.8","14.8","4.3","0.4",".","0.7","",".",".",".",".",".",".","0.2","."
"Prof Yr 4","","149","3.777","67.1","14.1","14.1","3.4",".",".",".",".","",".",".",".",".","1.3",".",".","."
"Professionals","","2064","3.178","34.5","15.9","24.6","14.8","8.1","1.4","0.3","0.2","",".",".",".",".","0.1",".","0.0","."
"","College Total","2362","3.193","35.2","15.4","22.9","14.1","8.0","1.4","0.3","1.6","",".",".",".","0.8","0.1","0.0","0.1","."
