"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","11834","3.261","31.9","21.8","27.2","8.5","7.6","1.2","0.3","1.0","0.0","0.1",".","0.0","0.0","0.1","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","175","2.741","8.6","11.4","34.3","24.0","15.4","4.6","1.1",".",".","0.6",".",".",".",".",".","."
"Sophomore","","674","2.984","20.6","18.4","27.7","11.1","17.4","3.0","0.6",".",".","1.0",".",".",".","0.1",".","."
"Junior","","2948","3.151","23.0","20.0","35.1","11.7","7.9","1.3","0.5","0.2",".","0.0",".",".",".","0.1",".","0.1"
"Senior","","5021","3.184","25.3","22.4","29.5","9.8","10.0","1.4","0.4","1.0",".",".",".",".","0.0","0.1","0.0","0.0"
"Undergraduates","","8818","3.149","23.8","21.1","31.3","10.8","10.0","1.6","0.4","0.6",".","0.1",".",".","0.0","0.1","0.0","0.0"
"Special","","175","3.203","33.7","24.0","17.1","9.1","9.1","2.9","1.1","1.7",".",".",".",".",".",".","1.1","."
"Graduate","","2795","3.688","57.5","24.0","14.6","1.0","0.3","0.0",".","2.1","0.1",".",".","0.1","0.1","0.1","0.2","."
"Prof Yr 1","","3","3.188",".","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 2","","16","3.372","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","27","3.237","14.8","25.9","44.4","11.1",".",".",".",".",".",".",".",".",".",".","3.7","."
"Professionals","","46","3.280","17.4","30.4","39.1","10.9",".",".",".",".",".",".",".",".",".",".","2.2","."
"","College Total","11834","3.261","31.9","21.8","27.2","8.5","7.6","1.2","0.3","1.0","0.0","0.1",".","0.0","0.0","0.1","0.1","0.0"
