"CIVIL AND ENVIRONMENTAL EN Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","","",""
"790","062","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"790","063","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","064","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","066","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research or Thesis","Course Total","","72","",".",".",".",".",".",".",".","61.1",".",".",".","37.5",".",".","1.4","."
"822
Envr Engr:Phy/Chem Treatmnt","001","","11","3.409","18.2","45.5","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"890","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"890","054","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","055","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","059","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","061","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"890","062","","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"890","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Pre-Dissertator's Research","Course Total","","52","",".",".",".",".",".",".",".","51.9",".",".",".","48.1",".",".",".","."
"909
Smr-Water Chemistry Rsch","001","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"911
Oceanography&Limnology Smr","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919
Hydraulic Engr & Fluid Mech","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"929
Seminar-Envir Engineering","001","","23","4.000","95.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","4.3"
"939
Smr-Geotechnical Engr","001","","17","3.281","17.6","35.3","29.4","5.9","5.9",".",".",".",".",".",".",".",".","5.9",".","."
"949
Smr-Structural Engineering","001","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950
Envr Monitoring Seminar","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Smr-Survey & Photogrammetry","001","","15","3.733","86.7",".",".",".","13.3",".",".",".",".",".",".",".",".",".",".","."
"990","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
