"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"MANAGEMENT AND HUMAN RE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","",""
"","713
002","22","3.500","27.3","36.4","27.3",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"Business Strategy","Course Total","36","3.515","27.8","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".","5.6","."
"Org & Management Processes","001
720","12","3.833","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","722
001","37","3.824","70.3","24.3","5.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","722
002","34","3.824","67.6","29.4","2.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sm Bus Mgmt/Entrepreneurshp","Course Total","71","3.824","69.0","26.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
001","38","3.579","36.8","42.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
002","46","3.663","56.5","19.6","23.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Business Strategy","Course Total","84","3.625","47.6","29.8","22.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Project Management","001
724","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","725
001","38","3.342","26.3","18.4","52.6","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"","002
725","35","3.643","62.9","2.9","34.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
725","29","3.552","55.2",".","44.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Strategc Mgmt-Innovatn&Tech","Course Total","102","3.505","47.1","7.8","44.1","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"Small Business Planning","727
001","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Barg,Negot,Dispute Settlmnt","728
001","15","3.714","40.0","53.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Organizational Intervention","731
001","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
001","34","3.545","32.4","41.2","23.5",".",".",".",".",".",".",".",".",".",".",".","2.9","."
"","765
002","11","3.773","54.5","45.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","765
005","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","765
006","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Topics","Course Total","65","3.641","47.7","33.8","13.8","3.1",".",".",".",".",".",".",".",".",".",".","1.5","."
"Seminar-Arts Administration","774
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","799
031","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
056","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
110","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
124","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Reading & Rsch-Management","Course Total","12","3.964","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Org Behavior & Design","872
001","10","3.700","50.0","40.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Doctoral Rsch Smr in Mgmt","976
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
060","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
088","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
124","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Thesis-Management","Course Total","12","",".",".",".",".",".",".",".","91.7",".",".",".",".","8.3",".",".","."
"","999
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
088","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","3","***","","","","","","","","","","","","","","","",""
