"","999
059","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
067","5","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
080","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".","",".",".",".","."
"","999
098","1","***","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","54","3.967","96.3",".","1.9",".",".",".",".",".",".",".","",".","",".","1.9",".",".","."
"ART
168","Dept. Total","2088","3.661","60.0","22.3","10.5","2.3","1.7","0.5","0.5","0.9","0.1",".","",".","",".","0.4","0.7","0.1","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","170","3.362","40.0","28.8","16.5","4.7","4.1","2.9","1.8",".",".",".","",".","",".",".","1.2",".","."
"Sophomore","","328","3.611","54.3","25.9","13.1","2.7","0.6","0.3","1.2","0.3",".",".","",".","",".",".","1.5",".","."
"Junior","","483","3.543","46.0","29.6","15.7","3.9","2.9","0.2","0.4","1.0",".",".","",".","",".",".","0.2",".","."
"Senior","","747","3.733","63.2","22.1","8.8","1.6","1.3","0.3",".","1.5","0.3",".","",".","",".","0.5","0.4",".","."
"Undergraduates","","1728","3.617","54.4","25.6","12.3","2.8","1.9","0.5","0.5","1.0","0.1",".","",".","",".","0.2","0.6",".","."
"Special","","57","3.690","68.4","7.0","7.0","1.8","1.8","1.8","1.8","1.8",".",".","",".","",".","1.8","3.5","3.5","."
"Graduate","","303","3.945","90.4","6.3","1.0",".","0.3",".",".","0.3",".",".","",".","",".","1.0","0.3",".","0.3"
"","Dept. Total","2088","3.661","60.0","22.3","10.5","2.3","1.7","0.5","0.5","0.9","0.1",".","",".","",".","0.4","0.7","0.1","0.0"
