"","990
014","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","23","",".",".",".",".",".",".",".","39.1","4.3",".",".","56.5",".",".",".","."
"ART HIST
180","Dept. Total","954","3.180","31.2","21.4","19.6","8.5","6.5","3.1","2.5","4.3","0.2","0.1",".","1.5","0.3","0.2","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","",""
"Freshmen","","84","2.901","26.2","16.7","23.8","15.5","7.1","3.6","7.1",".",".",".",".",".",".",".",".","."
"Sophomore","","223","3.094","27.8","22.4","23.8","10.8","9.0","2.7","3.6",".",".",".",".",".",".",".",".","."
"Junior","","180","3.182","31.1","23.9","24.4","8.3","5.0","3.3","2.8","0.6",".",".",".",".",".",".","0.6","."
"Senior","","346","3.200","28.6","23.7","17.9","7.8","6.9","4.3","1.4","7.2","0.3","0.3",".","0.3","0.6","0.6",".","."
"Undergraduates","","833","3.130","28.7","22.7","21.5","9.5","7.1","3.6","2.9","3.1","0.1","0.1",".","0.1","0.2","0.2","0.1","."
"Special","","27","3.342","22.2","14.8","14.8","3.7","7.4",".",".","22.2",".",".",".",".","3.7",".","7.4","3.7"
"Graduate","","94","3.814","56.4","11.7","4.3","1.1","1.1",".",".","9.6","1.1",".",".","13.8",".",".","1.1","."
"","Dept. Total","954","3.180","31.2","21.4","19.6","8.5","6.5","3.1","2.5","4.3","0.2","0.1",".","1.5","0.3","0.2","0.4","0.1"
