"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"Elem/Intmed Clarinet","211","005","6","3.571","50.0","33.3",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"Element/Intermed Saxophone","213","050","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Bassoon","215","032","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Horn","217","020","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trumpet","219","063","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Trombone","221","089","9","3.550","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Euphonium","223","035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","225","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","225","035","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Tuba","","Course Total","4","***","","","","","","","","","","","","","","","",""
"Elem/Intmed Percussion","227","033","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","009","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","6","3.813","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","15","3.923","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","111","7","3.794","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","8","3.816","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Harp","239","113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","9","3.333","33.3","44.4",".",".","22.2",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","248","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Oboe","309","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Percussion","327","012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Cello","335","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Harp","339","113","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","342","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","342","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","","Course Total","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Composition","348","027","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Low Strings","36","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","008","11","3.680","63.6","18.2",".","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","401","029","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","047","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","20","3.802","75.0","15.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","Page 261 of 386",""
