"EDU","","","","","","","","","","","","","","","","","","","","",""
"","ED LEADERSHP & POLICY ANAL Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"305
ELPA","","","","","","","","","","","","","","","","","","","","",""
"Emplymnt/El&Sec Schl Pupils","313","001","","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","502","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","502","002","","13","3.970","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","502","003","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","502","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Workshop in Ed Admin","","Course Total","","49","3.980","95.9","4.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org&Adm-School Hlth Progms","541","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Elem & Sec Educ Admin","702","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Meth & Proc-Ed Admin","725","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","735","001","","24","4.000","95.8",".",".",".",".",".",".",".",".",".",".",".","4.2",".",".","."
"","735","002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Stdt Serv&Divrsty-El/Scndry","","Course Total","","34","4.000","97.1",".",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Admin Stdt Serv-Higher Educ","736","001","","10","3.550","10.0","90.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Gov&Admin-Ed for Work Prgms","750","001","","25","3.895","64.0","8.0","4.0",".",".",".",".",".",".",".",".",".","20.0","4.0",".","."
"Sch-Com Rel:Commun,Mrkt,Pol","770","002","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prblms-Coll&Universty Admin","815","001","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".","12.5",".",".","."
"Bus Adm of School Systems","820","001","","16","3.867","68.8","25.0",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"Adv Rsch Methods-Ed Admin","825","001","","18","3.889","83.3","11.1","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Eval:Adm Decision Making-Ed","826","001","","23","3.804","65.2","30.4","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leadershp-Inclusive Schling","835","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Aspcts-El & Scndry Ed","840","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Leg Aspct-Spec Ed&Pupl Serv","842","001","","10","3.938","70.0","10.0",".",".",".",".",".",".",".",".",".",".","20.0",".",".","."
"The School Principalship","845","001","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"The School Superintendency","846","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Org Theory&Behavior in Educ","860","001","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Politics of Education","870","001","","17","3.719","52.9","29.4","11.8",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Educ Policy Rsch Design","872","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Theory&Practice-Ed Planning","875","001","","32","3.935","84.4","12.5",".",".",".",".",".",".",".",".",".",".","3.1",".",".","."
"Acadmc Prgrms-Col&Universty","880","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Appl Rsch in Ed Admin","890","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr in Educational Admin","940","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","003","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","004","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","990","012","","6","",".",".",".",".",".",".",".","66.7",".",".",".","33.3",".",".",".","."
"","990","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","020","","7","",".",".",".",".",".",".",".","42.9",".",".",".","57.1",".",".",".","."
"","990","027","","12","",".",".",".",".",".",".",".","58.3",".",".",".","41.7",".",".",".","."
"","990","032","","7","",".",".",".",".",".",".",".","71.4",".",".",".","28.6",".",".",".","."
"","990","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","036","","8","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"","990","038","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","039","","2","***","","","","","","","","","",".",".",".",".",".",".","."
