"BIOCHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"200
BIOCHEM","","","","","","","","","","","","","","","","","","","",""
"692","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","063","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","061","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Problems","Course Total","","17","3.976","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Biochem Appl-Nuc Mag Resonc","001","","10","3.667","50.0","20.0","20.0",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"905
Smr-Biomolec Structur (Adv)","001","","25","3.417","16.0","16.0","12.0",".","4.0",".",".","52.0",".",".",".",".",".",".",".","."
"907
Smr-Molecular Genetics(Adv)","001","","20","3.885","55.0","5.0","5.0",".",".",".",".","35.0",".",".",".",".",".",".",".","."
"909
Smr-Enzymology (Advanced)","001","","8","3.857","62.5","25.0",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"910
Smr-Molecular Virolgy (Adv)","001","","18","4.000","27.8",".",".",".",".",".",".","72.2",".",".",".",".",".",".",".","."
"911
Smr:Molec Mech-Hormone Act","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914
Smr-Molecular Biosci (Adv)","001","","19","4.000","15.8",".",".",".",".",".",".","84.2",".",".",".",".",".",".",".","."
"932","001","","21","3.905","90.5",".","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"932","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Biotechnol Traing Prgm Smr","Course Total","","24","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","8","",".",".",".",".",".",".",".","25.0",".",".",".","75.0",".",".",".","."
"990","022","","6","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
"990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","6","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"990","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","042","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","043","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","046","","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"990","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","055","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
