"TERM : 1004","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1999-2000","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"FAM & CONSUMER COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","",""
"Contemp Comm Tech&Soc Effct","340
001
7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"FAM COM
464","7
Dept. Total","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","",""
"Senior","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
7","3.571","57.1",".","42.9",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"April 01, 2013","","","","","","","","","","","","","","","","Page 27 of 386"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
