"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908","005","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","32","3.984","96.9","3.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"912","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","058","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"912","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","009","","8","3.900","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","020","","7","3.853","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","058","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","27","3.943","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","010","","16","3.900","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","024","","9","3.958","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","080","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","51","3.899","90.2","7.8",".",".","2.0",".",".",".",".",".",".",".",".",".",".","."
"924","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"924","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","5","***","","","","","","","","","","","","","","","",""
"944","008","","8","3.850","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"944","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Art Metal","Course Total","","11","3.857","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","097","","7","3.962","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","24","3.970","91.7","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 77 of 386"
