"AMN","","","","","","","","","","","","","","","","","","","",""
"NAVAL SCIENCE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Seapower-Maritime Affairs","102
001","","19","3.526","36.8","42.1","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Naval Lab II","176
001","","12","3.750","91.7",".",".",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Naval Engineering","202
001","","9","3.000","11.1","33.3","22.2","11.1","22.2",".",".",".",".",".",".",".",".",".",".","."
"Elementary Naval Lab II","276
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Navigation & Operations II","302
001","","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intermed Naval Lab II","376
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Naval Leadership and Ethics","402
001","","10","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Naval Laboratry II","476
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"NAV SCI
672","Dept. Total","","84","3.596","67.9","16.7","9.5","1.2","3.6","1.2",".",".",".",".",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"672
NAV SCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","20","3.363","50.0","25.0","15.0",".","5.0","5.0",".",".",".",".",".",".",".",".",".","."
"Sophomore","","","9","3.400","77.8",".","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Junior","","","22","3.449","63.6","18.2","9.1","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"Senior","","","35","3.847","80.0","14.3","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","","86","3.596","68.6","16.3","9.3","1.2","3.5","1.2",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","","86","3.596","68.6","16.3","9.3","1.2","3.5","1.2",".",".",".",".",".",".",".",".",".","."
