"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR BIOLOGY","Section","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior Honors Thesis","681
003","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Senior Honors Thesis","682
003","","8","3.875","75.0","25.0",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Sr Honors Smr in Molec Biol","686
001","","7","3.857","71.4","28.6",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Senior Thesis","692
003","","7","3.929","85.7","14.3",".",".","",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Directed Studies-Molec Biol","699
003","","30","3.631","76.7","6.7","10.0","3.3","",".",".","","3.3",".","",".","",".",".","",".","",".","",".",".","."
"MOL BIOL
650","Dept. Total","","53","3.741","77.4","13.2","5.7","1.9","",".","",".","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"650
MOL BIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","7","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","45","3.696","73.3","15.6","6.7","2.2","",".","",".","2.2","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","52","3.739","76.9","13.5","5.8","1.9","",".","",".","1.9","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","53","3.741","77.4","13.2","5.7","1.9","",".","",".","1.9","",".","",".",".","",".","",".","",".",".",".","."
