"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"758
Secondary Sch Soc St Curric","001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Interactv Media&Comp-Curric","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Instruction of Mathematics","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Prosmr-Amer Curric Theory","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"840
Fld-School Reading Programs","001","","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Supervisn-Teacher Education","001","","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"910
Smr-Curriculum Development","001","","19","3.889","73.7","21.1",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"916
Spec Topics:Rsch&Eval-C&I","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920
Smr-English Lang Arts Educ","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"942
Smr-Rsch on Math Education","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"945
Seminar in Music Education","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"951
Seminar in Art Education","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-Science Education","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"975","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"975","002","","10","3.833","60.0","30.0",".",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"General Seminar","Course Total","","13","3.875","69.2","23.1",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"976
Seminar-Reading","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"990","034","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","10","",".",".",".",".",".",".",".","80.0",".",".",".","20.0",".",".",".","."
"990","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","053","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","8","",".",".",".",".",".",".",".","87.5",".",".",".",".","12.5",".",".","."
"990","071","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","072","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","074","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","085","","6","",".",".",".",".",".",".",".","16.7",".",".",".","83.3",".",".",".","."
"990","092","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","094","","7","",".",".",".",".",".",".",".","85.7",".",".",".",".","14.3",".",".","."
"990","095","","6","",".",".",".",".",".",".",".","66.7",".",".",".",".",".","33.3",".","."
"Research or Thesis","Course Total","","97","",".",".",".",".",".",".",".","74.2",".",".",".","21.6","2.1","2.1",".","."
"999","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","","","Page 89 of 386"
