"","990
073","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
074","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"","990
080","2","***","","","","","","","","","",".",".",".",".","",".",".","."
"Research and Thesis","Course Total","21","",".",".",".",".",".",".",".","81.0",".",".",".","19.0","",".",".",".","."
"A A E
108","Dept. Total","403","3.148","29.8","17.1","20.1","9.7","13.9","1.5","0.5","5.7","0.2",".",".","1.0","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","2.777","22.6","9.4","18.9","15.1","30.2","1.9",".",".",".",".",".",".","",".",".","1.9","."
"Sophomore","","36","2.579","8.3","8.3","25.0","16.7","38.9","2.8",".",".",".",".",".",".","",".",".",".","."
"Junior","","73","3.105","26.0","20.5","27.4","8.2","15.1","1.4","1.4",".",".",".",".",".","",".",".",".","."
"Senior","","141","3.167","34.8","14.2","23.4","13.5","10.6","1.4","0.7","0.7","0.7",".",".",".","",".",".",".","."
"Undergraduates","","303","3.014","27.4","14.2","23.8","12.9","18.5","1.7","0.7","0.3","0.3",".",".",".","",".",".","0.3","."
"Special","","6","3.000","16.7","33.3",".",".",".","16.7",".","16.7",".",".",".",".","",".",".","16.7","."
"Graduate","","94","3.697","38.3","25.5","9.6",".",".",".",".","22.3",".",".",".","4.3","",".",".",".","."
"","Dept. Total","403","3.148","29.8","17.1","20.1","9.7","13.9","1.5","0.5","5.7","0.2",".",".","1.0","",".",".","0.5","."
