"ALS","","","","","","","","","","","","","","","","","","","","",""
"MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"M&ENVTOX
Dept. Total
362","209","3.418","16.3","12.0","20.6","7.7","2.4","0.5","",".","24.4","",".",".","",".","14.8","1.0",".","0.5","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"362
M&ENVTOX","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","7","2.938",".","28.6","42.9","28.6",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","21","3.180","19.0","9.5","47.6","19.0",".",".","",".",".","",".",".","",".",".","4.8",".",".","."
"Senior","53","3.051","7.5","24.5","41.5","13.2","9.4","1.9","",".",".","",".",".","",".",".","1.9",".",".","."
"Undergraduates","81","3.076","9.9","21.0","43.2","16.0","6.2","1.2","",".",".","",".",".","",".",".","2.5",".",".","."
"Special","15","3.136","13.3","6.7","40.0","13.3",".",".","",".","26.7","",".",".","",".",".",".",".",".","."
"Graduate","110","3.814","21.8","3.6","1.8","0.9",".",".","",".","42.7","",".",".","",".","28.2",".",".","0.9","."
"Prof Yr 1","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 3","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Professionals","3","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Dept. Total","209","3.418","16.3","12.0","20.6","7.7","2.4","0.5","",".","24.4","",".",".","",".","14.8","1.0",".","0.5","."
