"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","160
001","192","2.890","14.6","22.4","24.0","21.4","10.4","4.7","2.1","0.5",".",".",".",".",".",".",".","."
"","002
160","139","3.107","19.4","20.1","31.7","19.4","5.0","2.2",".","1.4",".",".",".",".",".",".","0.7","."
"Hum Sexuality-Soc,Psych Iss","Course Total","331","2.980","16.6","21.5","27.2","20.5","8.2","3.6","1.2","0.9",".",".",".",".",".",".","0.3","."
"","001
202","240","2.654","16.3","18.3","10.4","15.0","27.1","10.0","1.7","1.3",".",".",".",".",".",".",".","."
"","202
002","319","2.882","19.4","20.1","11.6","26.6","16.0","5.0","0.6",".",".",".",".",".",".","0.3","0.3","."
"","003
202","335","2.749","16.4","17.6","14.9","18.2","26.6","4.2","2.1",".",".",".",".",".",".",".",".","."
"","202
004","179","2.744","15.1","17.9","12.3","26.3","21.2","5.0","1.7",".",".",".",".",".",".",".",".","0.6"
"","202
005","333","2.727","27.6","6.3","17.7","10.5","26.1","8.4","3.3",".",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1406","2.757","19.6","15.6","13.7","18.8","23.5","6.5","1.9","0.2",".",".",".",".",".","0.1","0.1","0.1"
"","210
001","60","2.592","13.3","15.0","20.0","13.3","26.7","6.7","5.0",".",".",".",".",".",".",".",".","."
"","002
210","48","2.851","10.4","12.5","43.8","16.7","8.3","4.2","2.1",".",".",".",".",".",".",".",".","2.1"
"","003
210","55","2.636","9.1","1.8","45.5","9.1","27.3","7.3",".",".",".",".",".",".",".",".",".","."
"","004
210","52","2.745","19.2","13.5","21.2","13.5","23.1","1.9","5.8",".",".",".",".",".","1.9",".",".","."
"","005
210","59","2.690","11.9","13.6","35.6","10.2","15.3","6.8","5.1",".",".",".",".",".",".","1.7",".","."
"","210
006","57","3.027","36.8","8.8","21.1","7.0","17.5","3.5","3.5",".",".",".",".",".",".",".",".","1.8"
"Psychometric Methods","Course Total","331","2.752","16.9","10.9","30.8","11.5","19.9","5.1","3.6",".",".",".",".",".","0.3","0.3",".","0.6"
"","225
001","42","2.690","16.7","7.1","28.6","7.1","35.7","2.4","2.4",".",".",".",".",".",".",".",".","."
"","225
002","45","2.778","20.0","11.1","22.2","15.6","22.2","8.9",".",".",".",".",".",".",".",".",".","."
"","003
225","41","2.500","12.2","9.8","22.0","12.2","31.7","7.3","4.9",".",".",".",".",".",".",".",".","."
"","225
004","47","2.628","17.0","2.1","27.7","8.5","38.3","6.4",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","175","2.651","16.6","7.4","25.1","10.9","32.0","6.3","1.7",".",".",".",".",".",".",".",".","."
"Honors Crse-Intro to Psych","281
001","20","3.825","70.0","25.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Experimental Psych-Graduate","325
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Introduction-Human Factors","349
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Perception","406
001","73","2.797","9.6","12.3","39.7","20.5","13.7","2.7","1.4",".",".",".",".",".",".",".",".","."
"","411
041","31","3.597","45.2","35.5","16.1",".","3.2",".",".",".",".",".",".",".",".",".",".","."
"","043
411","23","3.696","65.2","26.1","4.3",".",".","4.3",".",".",".",".",".",".",".",".",".","."
"","411
044","25","3.229","20.0","20.0","40.0","16.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"","411
046","32","2.984","12.5","12.5","37.5","34.4","3.1",".",".",".",".",".",".",".",".",".",".","."
"","411
047","27","3.538","48.1","11.1","33.3","3.7",".",".",".","3.7",".",".",".",".",".",".",".","."
"","411
048","20","3.450","55.0",".","35.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","411
049","25","3.900","84.0","12.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
050","26","3.115","15.4","19.2","42.3","19.2","3.8",".",".",".",".",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","209","3.425","41.6","17.7","26.8","10.0","2.4","0.5",".","1.0",".",".",".",".",".",".",".","."
"Field Exper in Psychology","412
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","88","3.138","15.9","18.2","53.4","4.5","4.5","2.3",".","1.1",".",".",".",".",".",".",".","."
"History of Psychology","430
001","21","3.071","38.1",".","23.8","23.8","9.5","4.8",".",".",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","001
450","312","3.235","25.3","31.4","14.7","21.8","5.4","0.6",".","0.6",".",".",".",".",".",".",".","."
"Behavioral Neuroscience","454
001","72","3.143","27.8","12.5","33.3","9.7","12.5","1.4",".","1.4",".",".",".",".",".","1.4",".","."
"","455
001","15","3.821","73.3","13.3",".","6.7",".",".",".","6.7",".",".",".",".",".",".",".","."
"April 01, 2013","","","","","","","","","","","","","","","","","","Page 276 of 386",""
