"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"Research-Physical","Course Total","","44","",".",".",".",".",".",".",".","75.0",".",".",".","22.7",".","2.3",".","."
"993","002","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"993","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"993","039","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","041","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"993","049","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","057","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Research-Analytical","Course Total","","38","",".",".",".",".",".",".",".","97.4",".",".",".","2.6",".",".",".","."
"994","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","010","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"994","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"994","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Inorganic","Course Total","","33","",".",".",".",".",".",".",".","90.9",".",".",".","9.1",".",".",".","."
"995","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","042","","7","",".",".",".",".",".",".",".","28.6",".",".",".","71.4",".",".",".","."
"Rsch-Macromolecular Chem","Course Total","","9","",".",".",".",".",".",".",".","33.3",".",".",".","66.7",".",".",".","."
