"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
004","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","854
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","11","3.556","36.4",".","18.2",".",".",".",".","45.5",".",".",".",".",".",".",".","."
"","854
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
010","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","105","3.799","26.7","2.9","1.9","1.0",".",".",".","67.6",".",".",".",".",".",".",".","."
"","860
001","22","3.700","50.0","27.3","13.6",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"","860
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Criminal Procedure","Course Total","27","3.721","51.9","25.9","11.1",".",".",".",".","7.4",".",".",".",".","3.7",".",".","."
"Institutionalized Persons","862
001","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"LAIP Seminar","866
001","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"International Tax","870
001","7","3.429","42.9","14.3","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"International Trade Law","871
001","23","3.475","39.1","13.0","26.1","8.7",".",".",".","13.0",".",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","8","3.429","25.0","50.0",".",".","12.5",".",".",".",".",".",".",".",".","12.5",".","."
"Wis Environmntl Law Journal","894
001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","66","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","61","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Juvenile Justice Adm","902
001","10","3.640","40.0","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","15","3.679","53.3","20.0","20.0",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Law, Sci & Biotechnolgy Smr","001
906","19","3.824","57.9","31.6",".",".",".",".",".","5.3",".",".",".",".",".","5.3",".","."
"Securities Regulation","914
001","20","3.813","55.0","20.0","5.0",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","10","3.722","50.0","30.0","10.0",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"","940
002","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
940","9","3.500","22.2","55.6","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
940","12","3.542","33.3","41.7","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","13","3.423","23.1","46.2","23.1","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","940
007","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
940","21","3.333","42.9","4.8","33.3","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"","940
009","28","3.714","53.6","35.7","10.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
012","23","3.609","21.7","78.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
013","11","3.364","36.4","18.2","27.3","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","940
014","23","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","940
015","35","3.960","65.7","5.7",".",".",".",".",".","25.7",".",".",".",".",".","2.9",".","."
"","940
017","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
018","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
019","18","3.583","61.1","5.6","27.8",".",".","5.6",".",".",".",".",".",".",".",".",".","."
