"HEC","","","","","","","","","","","","","","","","","","","","","","",""
"CONSUMER SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","559","3.425","36.5","26.8","22.7","6.3","3.2","0.5","",".","2.3","",".","1.4","",".","0.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","26","3.659","50.0","30.8","19.2",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","118","3.524","43.2","27.1","21.2","4.2","2.5",".","",".",".","",".","1.7","",".",".","",".",".",".","."
"Senior","","392","3.374","34.2","27.3","24.2","7.7","3.8","0.8","",".","0.5","",".","1.5","",".",".","",".",".",".","."
"Undergraduates","","537","3.420","36.9","27.6","23.3","6.5","3.4","0.6","",".","0.4","",".","1.5","",".",".","",".",".",".","."
"Graduate","","22","3.833","27.3","9.1","9.1",".",".",".","",".","50.0","",".",".","",".","4.5","",".",".",".","."
"","Dept. Total","559","3.425","36.5","26.8","22.7","6.3","3.2","0.5","",".","2.3","",".","1.4","",".","0.2","",".",".",".","."
