"","990
021","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
032","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
045","3","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","36","",".",".",".",".",".","",".","",".","66.7","2.8",".","",".","30.6","",".",".",".","."
"DY SCI
292","Dept. Total","180","3.660","56.1","8.9","8.9","3.3","1.1","",".","",".","13.9","0.6",".","",".","7.2","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"292
DY SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.640","75.0","8.3","8.3","8.3",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","25","3.700","72.0","12.0","16.0",".",".","",".","",".",".",".",".","",".",".","",".",".",".","."
"Junior","","35","3.470","60.0","11.4","14.3","11.4","2.9","",".","",".",".",".",".","",".",".","",".",".",".","."
"Senior","","38","3.674","68.4","7.9","13.2","2.6","2.6","",".","",".",".",".",".","",".","5.3","",".",".",".","."
"Undergraduates","","110","3.609","67.3","10.0","13.6","5.5","1.8","",".","",".",".",".",".","",".","1.8","",".",".",".","."
"Graduate","","70","3.829","38.6","7.1","1.4",".",".","",".","",".","35.7","1.4",".","",".","15.7","",".",".",".","."
"","Dept. Total","180","3.660","56.1","8.9","8.9","3.3","1.1","",".","",".","13.9","0.6",".","",".","7.2","",".",".",".","."
