"","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"","Course Total","","22","",".",".",".",".",".",".",".","81.8",".",".",".","18.2",".",".",".","."
"999","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","036","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","037","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","069","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
