"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","18017","3.407","39.3","22.6","17.7","6.6","3.9","0.8","0.4","0.3","0.0","7.8","0.1","0.1","0.2","0.0","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","899","3.621","51.6","6.5","4.6","1.4","1.9","0.3","0.8",".",".","32.3","0.6",".",".",".",".","."
"Sophomore","","3009","3.179","30.6","16.9","16.6","10.3","6.5","1.5","0.6",".",".","16.8","0.0",".","0.2",".",".","."
"Junior","","4607","3.316","32.2","22.4","21.4","8.2","5.2","1.2","0.3","0.1",".","8.5","0.1",".","0.3",".","0.0","0.0"
"Senior","","5698","3.426","38.4","24.9","20.8","7.3","3.6","0.7","0.3","0.1","0.0","3.5","0.1",".","0.3",".","0.1","0.0"
"Undergraduates","","14213","3.347","35.6","21.2","19.1","7.9","4.6","1.0","0.4","0.1","0.0","9.8","0.1",".","0.2",".","0.0","0.0"
"Special","","332","3.312","36.7","21.7","20.8","6.3","5.4","0.9","2.7","2.7",".","0.9",".",".",".","0.6","1.2","."
"Graduate","","3445","3.685","54.7","28.4","12.1","1.5","0.5","0.0",".","1.0",".","0.4",".","0.5","0.1",".","0.8","."
"Prof Yr 2","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","18","3.800","61.1","33.3","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","27","3.870","74.1","22.2","3.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","College Total","18017","3.407","39.3","22.6","17.7","6.6","3.9","0.8","0.4","0.3","0.0","7.8","0.1","0.1","0.2","0.0","0.2","0.0"
