"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"Master's Research","Course Total","","152","",".",".",".",".",".",".",".","90.1",".",".",".",".",".",".","9.9","."
"839","001","","21","3.825","71.4","14.3","9.5",".",".",".",".","4.8",".",".",".",".",".",".",".","."
"839","002","","42","3.890","76.2","21.4",".",".",".",".",".","2.4",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","63","3.869","74.6","19.0","3.2",".",".",".",".","3.2",".",".",".",".",".",".",".","."
"861
Theory of Machine Learning","001","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"880
Topics in Theortcl Comp Sci","002","","19","3.658","57.9","26.3","10.5",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"899","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","035","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","101","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"899","122","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","128","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","140","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","142","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","145","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","155","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","162","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","163","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"899","164","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","165","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"899","166","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","168","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","170","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 226 of 467",""
