"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","","","","","","",""
"HEC","College Total","5818","3.660","63.3","19.0","8.7","3.0","2.5","0.9","0.7","1.1","",".",".","",".","0.1","0.4","0.2","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"HEC","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","452","3.476","54.0","20.4","15.5","3.1","2.7","2.4","1.8",".","",".",".","",".",".",".",".",".","0.2"
"Sophomore","","1061","3.641","65.6","17.9","8.8","2.7","2.3","1.0","1.1",".","",".",".","",".",".","0.4","0.2",".","."
"Junior","","1849","3.650","61.3","21.9","9.2","3.4","2.7","0.6","0.8",".","",".",".","",".",".","0.3",".",".","."
"Senior","","2158","3.695","65.8","18.7","7.9","3.3","2.6","0.8","0.3","0.1","",".",".","",".",".","0.3",".",".","."
"Undergraduates","","5520","3.653","63.3","19.7","9.1","3.2","2.6","0.9","0.7","0.1","",".",".","",".",".","0.3","0.0",".","0.0"
"Special","","45","3.311","44.4","2.2",".",".",".",".","4.4","31.1","",".",".","",".",".",".","13.3","4.4","."
"Graduate","","253","3.941","67.6","5.5","0.4",".","0.4",".",".","19.0","",".",".","",".","2.4","4.0","0.4","0.4","."
"","College Total","5818","3.660","63.3","19.0","8.7","3.0","2.5","0.9","0.7","1.1","",".",".","",".","0.1","0.4","0.2","0.1","0.0"
