"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","711
001","50","1.240","16.0",".","16.0",".","6.0",".",".",".",".",".",".",".",".",".",".","."
"","711
002","54","0.611","3.7",".","13.0",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"Contracts I","Course Total","104","0.913","9.6",".","14.4",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","714
001","77","1.234","14.3",".","22.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
002","91","1.165","14.3",".","19.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","714
003","80","0.750","5.0",".","17.5",".","1.3",".",".",".",".",".",".",".",".",".",".","."
"Civil Procedure I","Course Total","248","1.052","11.3",".","19.8",".","0.4",".",".",".",".",".",".",".",".",".",".","."
"","723
002","17","0.765","5.9",".","17.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
723","19","1.000","5.3",".","26.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
006","19","0.895","10.5",".","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
008","20","1.000","15.0",".","10.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","723
009","18","1.000","16.7",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","723
010","18","0.722","5.6",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Legal Research and Writing","Course Total","111","0.901","9.9",".","16.2",".","0.9",".",".",".",".",".",".",".",".",".",".","."
"Secured Transactions","736
001","20","1.588","20.0",".","15.0",".","5.0",".",".","15.0",".",".",".",".",".",".",".","."
"","743
001","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","743
003","10","",".",".",".",".",".",".",".","90.0",".",".",".",".",".",".",".","10.0"
"","743
004","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Negotiations","Course Total","30","",".",".",".",".",".",".",".","96.7",".",".",".",".",".",".",".","3.3"
"Accounting and Law","811
001","19","",".",".",".",".",".",".",".","78.9","5.3",".",".",".",".",".",".","15.8"
"Appellate Advocacy II","815
005","26","",".",".",".",".",".",".",".","80.8",".",".",".",".",".",".",".","19.2"
"","849
001","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"","849
002","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","Course Total","25","",".",".",".",".",".",".",".","96.0",".",".",".",".",".",".",".","4.0"
"Trial Advocacy","852
001","12","",".",".",".",".",".",".",".","83.3",".",".",".",".",".",".",".","16.7"
"","854
001","10","",".",".",".",".",".",".",".","80.0",".",".",".",".",".",".",".","20.0"
"","854
007","11","",".",".",".",".",".",".",".","90.9",".",".",".",".",".",".",".","9.1"
"","854
008","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
012","10","",".",".",".",".",".",".",".","70.0",".",".",".",".",".",".",".","30.0"
"","854
013","30","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
014","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
018","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
019","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","108","",".",".",".",".",".",".",".","93.5",".",".",".",".",".",".",".","6.5"
"Law Review","899
001","81","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","918
001","18","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","16","1.438","12.5",".","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
