"TERM : 1232","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"LIBRARY & INFORMATION STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"L I S
Dept. Total
544","1809","3.789","78.7","10.5","4.1","1.3","0.9","1.1","1.0","0.3","",".","0.8","",".","",".","0.9","0.2","0.1","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","118","3.603","66.9","14.4","9.3","2.5",".","2.5","2.5",".","",".",".","",".","",".","1.7",".",".","."
"Sophomore","259","3.661","76.4","7.3","6.6","1.9","2.3","1.5","3.1",".","",".",".","",".","",".","0.8",".",".","."
"Junior","290","3.787","80.0","10.3","4.1","1.0","1.7","1.7","0.7",".","",".",".","",".","",".","0.3",".",".","."
"Senior","379","3.800","82.3","9.2","3.2","1.8","1.3","1.6","0.5",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","1046","3.741","78.5","9.7","5.0","1.7","1.5","1.7","1.4",".","",".",".","",".","",".","0.5",".",".","."
"Special","25","3.894","76.0","16.0","4.0",".",".",".",".","4.0","",".",".","",".","",".",".",".",".","."
"Graduate","738","3.865","79.1","11.5","3.0","0.8","0.1","0.3","0.4","0.5","",".","2.0","",".","",".","1.5","0.4","0.1","0.1"
"Dept. Total","1809","3.789","78.7","10.5","4.1","1.3","0.9","1.1","1.0","0.3","",".","0.8","",".","",".","0.9","0.2","0.1","0.1"
