"","999
062","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
106","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
110","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading for PhD Prelims","Course Total","4","***","","","","","","","","","","","","","","","","",""
"ENGL
352","Dept. Total","4552","3.754","72.5","13.3","6.2","2.0","1.4","0.7","0.9","1.0","0.0","0.1","",".","1.0","0.7","0.1","0.2","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1159","3.729","73.0","13.5","6.9","2.2","1.6","0.4","1.4",".",".",".","",".",".","0.8","0.1",".","0.1"
"Sophomore","","1133","3.760","75.3","13.5","5.6","2.2","1.2","1.1","0.7",".",".",".","",".",".","0.4","0.1",".","."
"Junior","","998","3.731","70.0","16.6","7.4","2.0","1.6","1.0","0.6",".",".",".","",".",".","0.3","0.3",".","0.1"
"Senior","","905","3.792","77.2","12.0","5.6","1.4","1.1","0.3","0.9","0.1",".",".","",".","0.6","0.7",".",".","."
"Undergraduates","","4195","3.751","73.8","13.9","6.4","2.0","1.4","0.7","0.9","0.0",".",".","",".","0.1","0.5","0.1",".","0.0"
"Special","","99","3.494","45.5","10.1","13.1","4.0","6.1",".","1.0","11.1",".",".","",".",".","2.0",".","7.1","."
"Graduate","","258","3.932","60.9","4.3","0.8","1.2",".",".",".","12.4","0.8","1.2","",".","15.9","2.3","0.4",".","."
"","Dept. Total","4552","3.754","72.5","13.3","6.2","2.0","1.4","0.7","0.9","1.0","0.0","0.1","",".","1.0","0.7","0.1","0.2","0.0"
