"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","",""
"AMN","College Total","345","3.912","75.1","6.1","1.4",".","0.6","",".","",".","16.8","",".",".","",".","",".","",".",".",".","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"AMN","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","90","3.932","75.6","6.7","1.1",".",".","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
"Sophomore","","88","3.856","73.9","10.2","1.1",".","1.1","",".","",".","13.6","",".",".","",".","",".","",".",".",".","."
"Junior","","55","3.859","80.0","7.3",".",".","1.8","",".","",".","10.9","",".",".","",".","",".","",".",".",".","."
"Senior","","102","3.974","77.5",".","2.0",".",".","",".","",".","20.6","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","335","3.914","76.4","5.7","1.2",".","0.6","",".","",".","16.1","",".",".","",".","",".","",".",".",".","."
"Special","","13","3.833","46.2","15.4","7.7",".",".","",".","",".","30.8","",".",".","",".","",".","",".",".",".","."
"","College Total","348","3.912","75.3","6.0","1.4",".","0.6","",".","",".","16.7","",".",".","",".","",".","",".",".",".","."
