"","990
030","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
037","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
038","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"E M A
346","Dept. Total","816","2.930","26.6","19.6","22.1","10.9","9.1","4.9","4.5","1.6","",".",".","",".","0.4","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"346
E M A","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","2.500","28.6","14.3",".","28.6",".","14.3","14.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","180","2.750","18.3","17.8","23.3","17.8","8.9","6.1","7.2",".","",".",".","",".",".","0.6",".",".","."
"Junior","","260","2.876","29.2","19.2","21.2","9.6","10.8","4.6","5.4",".","",".",".","",".",".",".",".",".","."
"Senior","","299","2.996","26.8","22.1","23.1","9.0","10.0","5.0","3.0","0.3","",".",".","",".",".","0.7",".",".","."
"Undergraduates","","746","2.888","25.6","20.0","22.3","11.5","9.9","5.2","5.0","0.1","",".",".","",".",".","0.4",".",".","."
"Special","","6","3.400","50.0",".",".","33.3",".",".",".","16.7","",".",".","",".",".",".",".",".","."
"Graduate","","64","3.497","35.9","17.2","21.9","1.6",".","1.6",".","17.2","",".",".","",".","4.7",".",".",".","."
"","Dept. Total","816","2.930","26.6","19.6","22.1","10.9","9.1","4.9","4.5","1.6","",".",".","",".","0.4","0.4",".",".","."
