"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
002","263","2.405","15.2","5.7","23.2","8.4","25.5","13.7","6.5",".",".",".",".",".","1.9",".",".","."
"","003
222","301","2.564","19.3","6.3","25.9","5.6","23.6","14.0","3.7",".",".",".",".",".","1.7",".",".","."
"","222
004","345","2.657","23.2","7.0","26.7","3.8","20.0","13.0","4.1","0.3",".",".",".",".","2.0",".",".","."
"Calculus&Analytic Geometry 2","Course Total","1136","2.583","20.4","6.3","23.9","6.3","22.7","13.1","4.0","0.1",".",".",".",".","3.2",".",".","."
"","228
011","18","3.781","66.7","5.6","16.7",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"","228
051","9","3.667","66.7","11.1","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"","228
071","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","228
091","15","3.633","46.7","40.0","6.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"WES Calculus Supplement","Course Total","51","3.755","66.7","15.7","9.8","3.9",".",".",".",".",".",".",".",".","3.9",".",".","."
"","234
001","277","3.078","32.1","10.5","32.5","2.9","15.5","4.7","1.1",".",".",".",".",".","0.7",".",".","."
"","234
003","296","2.962","29.1","7.8","30.1","8.4","14.2","6.1","2.0",".",".",".",".",".","2.4",".",".","."
"","004
234","333","2.907","26.7","6.0","34.2","5.1","19.5","4.8","2.4",".",".",".",".",".","1.2",".",".","."
"","234
005","294","3.032","30.3","7.8","34.7","5.4","16.0","4.1","1.4",".",".",".",".",".",".","0.3",".","."
"Calc--Functns of Variables","Course Total","1200","2.991","29.4","7.9","32.9","5.5","16.4","4.9","1.8",".",".",".",".",".","1.1","0.1",".","."
"","240
001","51","3.137","31.4","9.8","23.5","25.5","9.8",".",".",".",".",".",".",".",".",".",".","."
"","240
002","50","3.200","42.0","10.0","24.0","10.0","10.0",".","4.0",".",".",".",".",".",".",".",".","."
"Intro to Discrete Mathematics","Course Total","101","3.168","36.6","9.9","23.8","17.8","9.9",".","2.0",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","001
309","11","2.773","18.2","9.1","27.3","18.2","18.2","9.1",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","8","3.000","25.0","12.5","37.5","12.5",".","12.5",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
001","72","3.618","69.4","9.7","11.1","2.8","4.2","1.4","1.4",".",".",".",".",".",".",".",".","."
"","001
320","108","3.264","35.2","23.1","22.2","7.4","8.3","2.8","0.9",".",".",".",".",".",".",".",".","."
"","320
002","16","3.875","93.8",".",".",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"","320
003","88","2.982","28.4","13.6","26.1","8.0","11.4","5.7","3.4",".",".",".",".",".","3.4",".",".","."
"","320
004","105","3.240","38.1","14.3","26.7","6.7","10.5","1.0","1.9",".",".",".",".",".","1.0",".",".","."
"","320
005","90","3.310","42.2","17.8","18.9","4.4","10.0","1.1","2.2",".","1.1",".",".",".","1.1",".","1.1","."
"Linear Alg & Diff Equations","Course Total","407","3.233","38.3","16.7","22.6","6.4","9.8","2.5","2.0",".","0.2",".",".",".","1.2",".","0.2","."
"Appl Mathematical Analysis","321
001","63","2.308","11.1","3.2","17.5","17.5","25.4","17.5","3.2","1.6","1.6",".",".",".",".","1.6",".","."
"Appl Mathematical Analysis","322
001","13","2.808","30.8",".","30.8","7.7","15.4","15.4",".",".",".",".",".",".",".",".",".","."
"","340
001","86","2.827","23.3","5.8","30.2","14.0","15.1","7.0","2.3",".",".",".",".",".","2.3",".",".","."
"","340
002","120","3.060","27.5","16.7","26.7","5.0","15.8","5.8",".",".",".",".",".",".","2.5",".",".","."
"","340
003","120","3.154","40.0","10.8","20.8","6.7","17.5","3.3","0.8",".",".",".",".",".",".",".",".","."
"","340
004","124","3.103","37.9","8.1","26.6","7.3","11.3","2.4","4.0",".",".",".",".",".","2.4",".",".","."
"","340
005","91","3.028","30.8","12.1","33.0","4.4","6.6","7.7","3.3",".",".",".",".",".","2.2",".",".","."
"","340
006","91","2.792","22.0","8.8","26.4","9.9","22.0","6.6","2.2",".",".",".",".",".","2.2",".",".","."
"","340
007","90","2.776","23.3","15.6","20.0","5.6","15.6","15.6","1.1",".",".",".",".",".","3.3",".",".","."
"Elem Matrix & Linear Algebra","Course Total","722","2.983","30.1","11.2","26.0","7.3","14.8","6.5","1.9",".",".",".",".",".","2.1",".",".","."
"","341
001","23","3.227","30.4","21.7","21.7","13.0","4.3","4.3",".",".",".",".",".",".","4.3",".",".","."
"","002
341","27","3.056","33.3","14.8","22.2","11.1","11.1","3.7","3.7",".",".",".",".",".",".",".",".","."
"","341
003","20","3.100","20.0","20.0","30.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","70","3.123","28.6","18.6","24.3","14.3","8.6","2.9","1.4",".",".",".",".",".","1.4",".",".","."
"Multi-Var Calc & Linear Alg","375
001","50","3.440","50.0","20.0","16.0","8.0","2.0","2.0","2.0",".",".",".",".",".",".",".",".","."
