"PHILOSOPHY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","",""
"","101
001","81","3.844","77.8","12.3","7.4","1.2",".",".",".",".",".",".",".",".",".","1.2",".","."
"","002
101","82","3.722","57.3","31.7","7.3","1.2","1.2",".",".",".",".",".",".",".","1.2",".",".","."
"","101
003","78","3.711","53.8","24.4","11.5",".","1.3",".",".","2.6",".",".",".",".","6.4",".",".","."
"","101
004","83","3.307","19.3","41.0","28.9","8.4","1.2",".","1.2",".",".",".",".",".",".",".",".","."
"","101
005","86","3.465","52.3","17.4","19.8","5.8","1.2",".","3.5",".",".",".",".",".",".",".",".","."
"","006
101","85","3.788","78.8","14.1","1.2","2.4","1.2","2.4",".",".",".",".",".",".",".",".",".","."
"Introduction to Philosophy","Course Total","495","3.636","56.6","23.4","12.7","3.2","1.0","0.4","0.8","0.4",".",".",".",".","1.2","0.2",".","."
"","104
001","19","4.000","89.5",".",".",".",".",".",".",".",".",".",".",".","10.5",".",".","."
"","104
002","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics:Philos-Freshmen","Course Total","38","3.861","73.7","15.8","5.3",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","001
210","82","3.420","50.0","14.6","12.2","14.6","6.1","1.2",".",".",".",".",".",".","1.2",".",".","."
"","091
210","21","3.405","38.1","28.6","14.3","14.3","4.8",".",".",".",".",".",".",".",".",".",".","."
"Reason in Communication","Course Total","103","3.417","47.6","17.5","12.6","14.6","5.8","1.0",".",".",".",".",".",".","1.0",".",".","."
"","211
001","69","3.390","21.7","44.9","21.7","8.7","1.4",".",".",".",".",".",".",".",".",".","1.4","."
"","002
211","55","3.300","45.5","23.6","7.3","7.3","10.9","3.6","1.8",".",".",".",".",".",".",".",".","."
"","211
003","80","3.225","38.8","21.3","17.5","8.8","7.5","3.8","2.5",".",".",".",".",".",".",".",".","."
"Elementary Logic","Course Total","204","3.300","34.8","29.9","16.2","8.3","6.4","2.5","1.5",".",".",".",".",".",".",".","0.5","."
"","241
001","87","3.862","83.9","9.2","4.6",".","2.3",".",".",".",".",".",".",".",".",".",".","."
"","002
241","88","3.782","73.9","15.9","2.3","1.1","1.1","2.3",".","3.4",".",".",".",".",".",".",".","."
"","241
003","84","3.524","45.2","28.6","16.7","3.6","3.6","1.2",".",".",".",".",".",".","1.2",".",".","."
"","241
004","44","3.284","20.5","34.1","38.6","4.5",".",".","2.3",".",".",".",".",".",".",".",".","."
"Introductory Ethics","Course Total","303","3.661","61.1","20.1","12.2","2.0","2.0","1.0","0.3","1.0",".",".",".",".","0.3",".",".","."
"","243
001","82","3.787","74.4","12.2","11.0","1.2","1.2",".",".",".",".",".",".",".",".",".",".","."
"","243
002","82","3.890","81.7","15.9","1.2","1.2",".",".",".",".",".",".",".",".",".",".",".","."
"","243
004","13","2.545","38.5",".","15.4",".","7.7",".","23.1",".",".",".",".",".","15.4",".",".","."
"Ethics in Business","Course Total","177","3.776","75.1","13.0","6.8","1.1","1.1",".","1.7",".",".",".",".",".","1.1",".",".","."
"","341
001","80","3.773","57.5","33.8",".","1.3","1.3",".",".","6.3",".",".",".",".",".",".",".","."
"","002
341","75","3.367","32.0","33.3","25.3","5.3","1.3",".","2.7",".",".",".",".",".",".",".",".","."
"","341
003","84","3.602","53.6","33.3","4.8","2.4","1.2","2.4","1.2","1.2",".",".",".",".",".",".",".","."
"","341
004","78","3.760","71.8","17.9","2.6",".","1.3","1.3","1.3",".",".",".",".",".","3.8",".",".","."
"","005
341","71","3.683","73.2","14.1","4.2","1.4","4.2","1.4","1.4",".",".",".",".",".",".",".",".","."
"","341
091","21","3.976","95.2","4.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","341
092","21","3.619","47.6","38.1","9.5",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","341
093","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","094
341","18","3.278","33.3","33.3","22.2",".","5.6",".","5.6",".",".",".",".",".",".",".",".","."
"","341
095","20","3.947","85.0","10.0",".",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"","341
096","23","3.978","95.7","4.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Moral Issues","Course Total","514","3.681","62.5","23.7","6.6","1.6","1.8","0.8","1.2","1.2",".",".",".",".","0.8",".",".","."
"Hist of Ancient Philosophy","430
001","59","3.664","45.8","42.4","8.5",".","1.7",".",".",".",".",".",".",".",".","1.7",".","."
"History-Modern Philosophy","001
432","48","3.185","25.0","37.5","6.3","18.8","2.1","4.2","2.1","4.2",".",".",".",".",".",".",".","."
"Existentialism","440
001","23","3.600","34.8","39.1","8.7","4.3",".",".",".",".",".",".",".",".","8.7","4.3",".","."
"","454
001","13","3.750","69.2","15.4",".",".","7.7",".",".",".",".",".",".",".",".","7.7",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","Page 315 of 467",""
