"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Foundations of Contemp Art","108
001","","163","3.756","78.5","8.0","5.5","1.8","1.8","1.8","0.6","1.8",".",".",".",".",".",".",".","."
"","112
003","","16","3.750","93.8",".",".",".",".",".","6.3",".",".",".",".",".",".",".",".","."
"","004
112","","15","3.833","80.0","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","112
005","","18","3.765","88.9",".",".",".",".",".","5.6","5.6",".",".",".",".",".",".",".","."
"","112
006","","15","3.714","86.7",".",".",".",".",".","6.7","6.7",".",".",".",".",".",".",".","."
"","112
007","","16","3.750","62.5","31.3",".","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing I","Course Total","","80","3.763","82.5","7.5","2.5","1.3",".",".","3.8","2.5",".",".",".",".",".",".",".","."
"","176
001","","15","3.700","73.3","6.7","6.7","13.3",".",".",".",".",".",".",".",".",".",".",".","."
"","176
002","","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
003","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
004","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","176
005","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Digital Photo for Non-Majors","Course Total","","61","3.910","90.2","4.9","1.6","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"","212
001","","20","3.925","90.0","5.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","","20","3.825","85.0","5.0","5.0",".","5.0",".",".",".",".",".",".",".",".",".",".","."
"","212
003","","20","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","","17","3.382","64.7","17.6",".",".","5.9","5.9","5.9",".",".",".",".",".",".",".",".","."
"Drawing Methods & Concepts","Course Total","","77","3.747","77.9","11.7","5.2",".","2.6","1.3","1.3",".",".",".",".",".",".",".",".","."
"","214
001","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","","21","3.952","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","","18","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"","222
002","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","","35","4.000","91.4",".",".",".",".",".",".",".",".",".",".",".","8.6",".",".","."
"","224
001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","","13","3.846","84.6",".","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","","14","3.846","85.7",".",".",".","7.1",".",".","7.1",".",".",".",".",".",".",".","."
"","224
004","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","","69","3.926","92.8",".","4.3",".","1.4",".",".","1.4",".",".",".",".",".",".",".","."
"Life Drawing I","232
002","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
003","","11","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"Art Metal I","Course Total","","31","3.983","93.5","3.2",".",".",".",".",".",".",".",".",".",".","3.2",".",".","."
"Color","302
001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Relief Printmaking","306
001","","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","307
001","","13","3.833","69.2","15.4","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","307
002","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Making Comics 1","Course Total","","26","3.880","80.8","7.7","7.7",".",".",".",".",".",".",".",".",".","3.8",".",".","."
