"Sci, Technol & Med in Society","901
001","","4","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Current Topics-Sci & Tech St","902
001","","7","",".",".",".",".","",".","",".","",".",".","",".","","100.0",".","",".","",".",".",".","."
"Independent Study-STS","999
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"STS
875","Dept. Total","","47","3.719","53.2","14.9","8.5","4.3","",".","",".","",".","",".","",".","14.9","",".","",".","4.3",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"875
STS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","7","3.929","85.7","14.3",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","","10","3.550","50.0","20.0","20.0","10.0","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Junior","","","3","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","","15","3.633","53.3","26.7","13.3","6.7","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","35","3.700","62.9","20.0","11.4","5.7","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","","12","4.000","25.0",".",".",".","",".","",".","",".","",".","",".","58.3","",".","",".","16.7",".",".","."
"","Dept. Total","","47","3.719","53.2","14.9","8.5","4.3","",".","",".","",".","",".","",".","14.9","",".","",".","4.3",".",".","."
