"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","537
002","101","3.510","48.5","28.7","10.9","3.0","3.0",".","3.0",".",".",".",".",".","3.0",".",".","."
"Intro to Operating Systems","Course Total","407","3.594","48.6","30.5","12.8","3.9","1.5",".","0.7",".",".",".",".",".","2.0",".",".","."
"Thry & Desgn-Progrmg Langs","001
538","48","3.333","60.4","12.5","6.3","4.2","6.3","6.3","4.2",".",".",".",".",".",".",".",".","."
"Intro-Artificl Neural Ntwrks","539
001","43","3.267","11.6","41.9","34.9","11.6",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","161","3.350","37.9","23.6","27.3","3.7","3.1","1.2","2.5",".",".",".",".",".","0.6",".",".","."
"","540
002","166","3.545","48.8","25.3","18.7","2.4","3.0","0.6","0.6",".",".",".",".",".","0.6",".",".","."
"","003
540","167","3.442","35.3","29.3","26.9","3.0","3.6","0.6",".",".",".",".",".",".","0.6",".","0.6","."
"Intro-Artificl Intelligence","Course Total","494","3.447","40.7","26.1","24.3","3.0","3.2","0.8","1.0",".",".",".",".",".","0.6",".","0.2","."
"Intro to Software Security","001
542","80","3.606","63.8","13.8","16.3","2.5","1.3",".","2.5",".",".",".",".",".",".",".",".","."
"Intro-Computer Architecture","552
001","25","3.200","52.0","20.0","8.0","4.0","4.0",".","12.0",".",".",".",".",".",".",".",".","."
"Computer Graphics","559
001","185","3.304","33.0","23.8","30.8","6.5","1.6","1.6","2.2","0.5",".",".",".",".",".",".",".","."
"Prob& InfoTheory in Mach Learn","561
001","30","3.690","60.0","20.0","10.0","6.7",".",".",".","3.3",".",".",".",".",".",".",".","."
"","564
001","142","3.053","28.2","19.0","17.6","12.7","18.3","2.8","0.7",".",".",".",".",".","0.7",".",".","."
"","564
002","156","3.462","35.9","32.7","24.4","4.5","1.9",".","0.6",".",".",".",".",".",".",".",".","."
"Database Mgt Systems","Course Total","298","3.268","32.2","26.2","21.1","8.4","9.7","1.3","0.7",".",".",".",".",".","0.3",".",".","."
"Medical Image Analysis","567
001","10","3.650","50.0","30.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Humn-Comp Interaction","570
001","192","3.805","79.7","12.0","4.2","2.1","1.0",".","1.0",".",".",".",".",".",".",".",".","."
"Building User Interfaces","571
010","47","3.926","87.2","10.6","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Bioinformatics","576
001","37","3.300","37.8","18.9","21.6","5.4","5.4","5.4",".","5.4",".",".",".",".",".",".",".","."
"","577
001","239","2.994","15.5","13.8","46.4","14.2","4.2","2.1","2.5",".",".",".",".",".","1.3",".",".","."
"","577
002","242","3.032","14.5","11.2","49.6","14.0","7.9","0.4","0.4",".",".",".",".",".","2.1",".",".","."
"","577
003","45","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Algorithms","Course Total","526","3.079","19.4","13.3","44.9","12.9","5.5","1.1","1.3",".",".",".",".",".","1.5",".",".","."
"User Experience Design 1","611
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","638
001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
002","10","3.850","90.0",".",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","638
003","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","638
004","8","3.500","50.0","25.0","12.5",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Topics-Computing","Course Total","35","3.800","80.0","8.6","5.7","2.9","2.9",".",".",".",".",".",".",".",".",".",".","."
"","639
001","82","3.691","64.6","17.1","8.5","7.3","1.2",".",".","1.2",".",".",".",".",".",".",".","."
"","002
639","93","3.887","83.9","11.8","3.2",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"UG Elective Topic in Computing","Course Total","175","3.796","74.9","14.3","5.7","3.4","1.1",".",".","0.6",".",".",".",".",".",".",".","."
"Intro to Computer Networks","640
001","96","3.479","44.8","24.0","19.8","5.2","6.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Information Security","001
642","79","3.455","24.1","44.3","25.3","3.8",".",".",".","2.5",".",".",".",".",".",".",".","."
"","681
012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
120","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","681
122","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","Page 222 of 467",""
