"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"HISTORY OF SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","",""
"150
The Digital Age","001","241","3.760","72.6","15.8","2.9","0.8","0.4",".","2.5","5.0",".",".",".",".",".",".",".","."
"160
Engineering Inequality","001","43","3.695","62.8","18.6","7.0","2.3","4.7",".",".","4.7",".",".",".",".",".",".",".","."
"201
Origins-Scientific Thought","001","155","3.841","69.0","11.0","3.2","0.6","0.6",".","0.6","12.3",".",".",".",".","1.9","0.6",".","."
"275
Sci, Med, & Race: A History","001","26","3.635","57.7","34.6","3.8",".",".",".","3.8",".",".",".",".",".",".",".",".","."
"301
Human History of Plant&Science","001","8","3.286",".","62.5","12.5","12.5",".",".",".",".",".",".",".",".","12.5",".",".","."
"350","001","11","3.636","36.4","54.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"350","002","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics-Hist of Science","Course Total","18","3.694","55.6","33.3","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"401
History of Pharmacy","001","24","3.625","70.8","4.2","8.3","12.5","4.2",".",".",".",".",".",".",".",".",".",".","."
"404
A History of Disease","001","28","3.111","28.6","14.3","3.6","7.1","3.6",".","7.1","35.7",".",".",".",".",".",".",".","."
"720
Historiography & Methods","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"921
Seminar-Special Topics","001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"990","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","104","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","8","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"999","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","016","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","113","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","115","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","121","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
