"","699
041","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","699
042","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","",""
"Individual Research Thesis","890
041","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LATIN
524","Dept. Total","","95","3.355","38.9","26.3","16.8","7.4","8.4","1.1","",".","1.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"524
LATIN","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","21","3.167","23.8","33.3","14.3","19.0","4.8","4.8","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","20","3.297","30.0","25.0","30.0","5.0","10.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","20","3.197","30.0","25.0","20.0","10.0","15.0",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","16","3.464","43.8","31.3","12.5",".","12.5",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","77","3.266","31.2","28.6","19.5","9.1","10.4","1.3","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","16","3.867","75.0","12.5","6.3",".",".",".","",".","6.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","95","3.355","38.9","26.3","16.8","7.4","8.4","1.1","",".","1.1","",".",".","",".","",".","",".",".",".","."
