"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"","200
001","219","3.443","57.5","13.7","13.7","4.6","5.5","2.7","2.3",".",".",".",".",".",".",".",".","."
"","002
200","201","3.259","43.8","21.9","14.9","8.0","4.0","1.5","6.0",".",".",".",".",".",".",".",".","."
"","200
003","216","3.648","68.1","15.7","6.0","4.6","3.7","0.5","1.4",".",".",".",".",".",".",".",".","."
"","200
004","215","3.363","44.2","22.3","15.3","7.4","7.0","2.8","0.9",".",".",".",".",".",".",".",".","."
"Programming I","Course Total","851","3.431","53.6","18.3","12.5","6.1","5.1","1.9","2.6",".",".",".",".",".",".",".",".","."
"","220
001","179","3.578","45.8","34.6","13.4","3.9","1.1","1.1",".",".",".",".",".",".",".",".",".","."
"","220
002","180","3.489","41.7","34.4","16.7","2.8","0.6","1.7","1.7",".",".",".",".",".","0.6",".",".","."
"","220
003","142","3.335","35.9","23.2","25.4","9.9","3.5","0.7","1.4",".",".",".",".",".",".",".",".","."
"","220
004","178","3.596","47.2","32.6","14.6","4.5","0.6","0.6",".",".",".",".",".",".",".",".",".","."
"","220
005","179","3.438","34.6","35.2","21.2","5.0","1.7","0.6","1.1","0.6",".",".",".",".",".",".",".","."
"","220
006","91","3.253","38.5","24.2","23.1","2.2","4.4","3.3","4.4",".",".",".",".",".",".",".",".","."
"Data Sci Programming I","Course Total","949","3.470","41.0","31.6","18.4","4.7","1.7","1.2","1.2","0.1",".",".",".",".","0.1",".",".","."
"","240
001","122","3.111","26.2","9.0","41.0","16.4","4.9","0.8","1.6",".",".",".",".",".",".",".",".","."
"","240
002","190","3.157","30.0","11.1","31.1","20.0","4.7","1.1","1.1",".",".",".",".",".","1.1",".",".","."
"Intro to Discrete Mathematics","Course Total","312","3.139","28.5","10.3","34.9","18.6","4.8","1.0","1.3",".",".",".",".",".","0.6",".",".","."
"","252
002","192","3.246","43.2","16.7","15.1","10.4","8.9","2.6","2.6",".",".",".",".",".","0.5",".",".","."
"","252
004","187","3.296","47.1","12.8","17.1","5.9","11.2","2.7","1.6",".",".",".",".",".","1.6",".",".","."
"","005
252","139","3.349","45.3","15.1","17.3","12.9","7.9","0.7","0.7",".",".",".",".",".",".",".",".","."
"Intro to Computer Engineering","Course Total","518","3.292","45.2","14.9","16.4","9.5","9.5","2.1","1.7",".",".",".",".",".","0.8",".",".","."
"","298
167","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","298
171","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Comp Sci","Course Total","4","***","","","","","","","","","","","","","","","",""
"","300
001","185","3.500","44.3","31.9","15.1","4.3","2.2","0.5","1.6",".",".",".",".",".",".",".",".","."
"","300
002","200","3.492","50.0","23.5","17.5","3.5","1.5","1.0","2.5",".",".",".",".",".","0.5",".",".","."
"","300
003","194","3.433","40.7","29.4","19.6","6.7",".","2.1","1.5",".",".",".",".",".",".",".",".","."
"","300
004","196","3.411","39.3","25.5","26.0","3.6","3.6","0.5","1.5",".",".",".",".",".",".",".",".","."
"","300
005","127","3.312","38.6","24.4","19.7","7.1","2.4","4.7","1.6",".",".",".",".",".","1.6",".",".","."
"Programming II","Course Total","902","3.438","42.9","27.1","19.6","4.9","1.9","1.6","1.8",".",".",".",".",".","0.3",".",".","."
"","304
001","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
002","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
003","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
004","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
005","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
006","10","3.400","30.0","40.0","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","304
007","9","3.722","77.8","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","304
008","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","304
009","9","3.833","88.9",".",".","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"WES-CS Group Meeting","Course Total","86","3.860","83.7","10.5","2.3","1.2","2.3",".",".",".",".",".",".",".",".",".",".","."
"","319
001","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
002","11","3.818","63.6","36.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","319
004","14","3.667","28.6","57.1",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"","319
005","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
