"","991
097","7","",".",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".","."
"","991
098","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","991
101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Nutrition","Course Total","31","",".",".",".",".",".",".",".","41.9",".",".",".","16.1","41.9",".",".","."
"NUTR SCI
694","Dept. Total","1443","3.599","63.3","13.6","9.2","4.3","3.1","2.0","0.6","0.9",".","1.4",".","0.3","1.2","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","254","3.461","56.3","15.7","12.6","7.1","2.4","4.3","1.2",".",".",".",".",".","0.4",".",".","."
"Sophomore","","412","3.683","68.9","11.9","7.8","3.9","2.9","1.5","0.2",".",".","2.4",".",".","0.5",".",".","."
"Junior","","300","3.641","67.0","13.0","8.0","3.3","3.7","2.7",".",".",".","2.3",".",".",".",".",".","."
"Senior","","315","3.491","60.3","13.7","11.4","5.7","5.1","1.3","1.3",".",".","1.0",".",".","0.3",".",".","."
"Undergraduates","","1281","3.583","63.9","13.3","9.7","4.8","3.5","2.3","0.6",".",".","1.6",".",".","0.3",".",".","."
"Special","","1","***","","","","","","","","","",".",".",".",".","100.0",".","."
"Graduate","","159","3.802","60.4","15.7","5.7",".",".",".",".","6.9",".",".",".","3.1","8.2",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","1443","3.599","63.3","13.6","9.2","4.3","3.1","2.0","0.6","0.9",".","1.4",".","0.3","1.2","0.1",".","."
