"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"ENGINEERING PHYSICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","",""
"Engr Problem Solving I","271","001","44","2.860","9.1","29.5","34.1","6.8","6.8","6.8","4.5",".",".",".",".",".","2.3",".",".","."
"Intro to Engineering Research","468","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Proposal-Engr Physics","469","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Engineering Analysis I","547","001","13","3.583","46.2","23.1","15.4","7.7",".",".",".","7.7",".",".",".",".",".",".",".","."
"Research Pract-Engr Physics I","568","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Pract-Engr Physics II","569","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","002","22","3.974","81.8","4.5",".",".",".",".",".","9.1",".",".",".",".","4.5",".",".","."
"","602","003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics in EP","","Course Total","27","3.917","74.1","14.8",".",".",".",".",".","7.4",".",".",".",".","3.7",".",".","."
"HPC for Apps in Engr","759","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"EP Graduate Seminar","920","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"E P
347","","Dept. Total","104","3.192","38.5","19.2","16.3","3.8","2.9","2.9","1.9","2.9",".","4.8",".",".","6.7",".",".","."
