"CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","","",""
"562
Physical Chemistry","001","","64","3.250","25.0","25.0","34.4","9.4","4.7","1.6",".",".",".",".",".",".",".",".",".","."
"563","001","","14","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"563","003","","13","3.731","46.2","53.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"563","004","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"563","006","","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physical Chemistry Lab I","Course Total","","51","3.686","47.1","43.1","9.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","003","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"564","004","","8","3.563","37.5","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"564","006","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Physical Chemistry Lab II","Course Total","","29","3.638","51.7","27.6","17.2","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"565
Biophysical Chemistry","001","","78","3.333","53.8","6.4","16.7","6.4","14.1","1.3","1.3",".",".",".",".",".",".",".",".","."
"608
Symmtry/Bondng/Molec Shapes","001","","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"624
Electrochemistry","001","","11","3.533","36.4","27.3","36.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"636
Topics-Chem Instrumentatn: NMR","001","","20","3.775","65.0","25.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"641
Advanced Organic Chemistry","001","","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"653
Chem of Nanoscale Materials","001","","14","3.607","35.7","50.0","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"661
Chem & Stat Thermodynamics","001","","14","3.750","71.4","7.1","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"665
Biophysical Chemistry","001","","8","3.688","62.5","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"668
Biophysical Spectroscopy","001","","22","3.615","40.9","36.4","22.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"675
Intro Quantum Chemistry","001","","11","3.591","45.5","27.3","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","150","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","6","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"682
Senior Honors Thesis","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"691","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","151","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","008","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 202 of 467",""
