"TERM : 1232","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2022-2023","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","120","3.667","56.7","15.8","7.5","4.2","0.8","",".","0.8","12.5","",".",".","",".","1.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","3.421","40.0","40.0",".","10.0","10.0","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","19","3.800","73.7","15.8","10.5",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","21","3.605","57.1","23.8","4.8","14.3",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","40","3.732","62.5","15.0","12.5","2.5",".","",".",".","2.5","",".",".","",".","5.0","",".",".",".","."
"Undergraduates","","90","3.677","61.1","20.0","8.9","5.6","1.1","",".",".","1.1","",".",".","",".","2.2","",".",".",".","."
"Special","","7","2.000","14.3",".",".",".",".","",".","14.3","71.4","",".",".","",".",".","",".",".",".","."
"Graduate","","23","3.898","52.2","4.3","4.3",".",".","",".",".","39.1","",".",".","",".",".","",".",".",".","."
"","Dept. Total","120","3.667","56.7","15.8","7.5","4.2","0.8","",".","0.8","12.5","",".",".","",".","1.7","",".",".",".","."
