"ALS","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"FOOD SCI
390","Dept. Total","292","3.236","41.1","11.6","15.1","5.1","8.6","3.1","1.0","13.0","",".",".","",".","1.0","0.3",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"390
FOOD SCI","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","59","2.747","28.8","8.5","16.9","13.6","22.0","6.8","3.4",".","",".",".","",".",".",".",".",".","."
"Senior","","130","3.331","44.6","16.9","21.5","3.1","8.5","3.8","0.8",".","",".",".","",".",".","0.8",".",".","."
"Undergraduates","","191","3.170","39.3","15.2","19.9","6.3","12.6","4.7","1.6",".","",".",".","",".",".","0.5",".",".","."
"Special","","8","3.000",".","25.0","12.5","25.0",".",".",".","37.5","",".",".","",".",".",".",".",".","."
"Graduate","","93","3.721","48.4","3.2","5.4","1.1","1.1",".",".","37.6","",".",".","",".","3.2",".",".",".","."
"","Dept. Total","292","3.236","41.1","11.6","15.1","5.1","8.6","3.1","1.0","13.0","",".",".","",".","1.0","0.3",".",".","."
