"","990
173","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
185","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
189","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","148","",".",".",".",".",".",".",".","70.9","",".",".","",".","29.1",".",".",".","."
"PHYSICS
754","Dept. Total","3298","3.143","27.0","21.2","20.4","13.1","9.2","1.1","0.8","5.4","",".","0.0","",".","1.5","0.2","0.1",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","125","3.347","48.8","16.0","18.4","7.2","4.0","3.2","2.4",".","",".",".","",".",".",".",".",".","."
"Sophomore","","600","3.067","28.5","20.5","20.2","12.2","15.3","1.8","1.0","0.2","",".","0.2","",".",".","0.2",".",".","."
"Junior","","1124","3.118","24.6","23.2","23.8","16.6","9.7","0.9","0.8",".","",".",".","",".",".","0.1","0.1",".","0.1"
"Senior","","915","3.094","24.5","22.3","22.8","16.8","10.4","1.2","0.9","0.1","",".",".","",".","0.5","0.3",".",".","0.1"
"Undergraduates","","2764","3.108","26.5","22.0","22.5","15.3","10.9","1.3","0.9","0.1","",".","0.0","",".","0.2","0.2","0.0",".","0.1"
"Special","","25","3.506","56.0","16.0","8.0","4.0","4.0","4.0",".","8.0","",".",".","",".",".",".",".",".","."
"Graduate","","508","3.603","28.1","17.1","10.0","1.4",".",".","0.2","34.1","",".",".","",".","8.5","0.4","0.2",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","3298","3.143","27.0","21.2","20.4","13.1","9.2","1.1","0.8","5.4","",".","0.0","",".","1.5","0.2","0.1",".","0.1"
