"","990
029","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
051","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","13","",".",".",".",".",".",".","",".","84.6",".",".","",".","15.4",".",".",".","."
"N E
684","Dept. Total","226","3.534","37.2","15.9","13.3","3.5","1.3","0.4","",".","21.2","0.9",".","",".","5.3","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Sophomore","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Senior","","61","3.331","32.8","26.2","26.2","8.2","3.3","1.6","",".",".",".",".","",".",".","1.6",".",".","."
"Undergraduates","","66","3.322","33.3","25.8","25.8","9.1","3.0","1.5","",".",".",".",".","",".",".","1.5",".",".","."
"Special","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","156","3.732","39.7","12.2","7.1","0.6",".",".","",".","30.8","1.3",".","",".","7.7","0.6",".",".","."
"","Dept. Total","226","3.534","37.2","15.9","13.3","3.5","1.3","0.4","",".","21.2","0.9",".","",".","5.3","0.9",".",".","."
