"","990
086","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
087","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
091","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","50","",".",".",".",".",".",".",".","70.0","2.0",".","",".","28.0",".",".",".","."
"M E
612","Dept. Total","3444","3.503","48.5","19.5","15.9","5.2","3.2","1.2","0.4","3.4","0.0","0.2","",".","2.1","0.2","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","149","3.638","59.1","19.5","12.1","5.4","2.0","1.3",".",".",".",".","",".",".","0.7",".",".","."
"Sophomore","","329","3.533","56.8","15.8","16.7","5.2","3.6","1.2","0.6",".",".",".","",".",".",".",".",".","."
"Junior","","699","3.391","47.4","19.6","19.5","6.7","4.6","2.0","0.3",".",".",".","",".",".",".",".",".","."
"Senior","","1691","3.491","49.8","21.8","17.1","5.7","3.3","1.3","0.6",".",".",".","",".",".","0.3",".","0.1","."
"Undergraduates","","2868","3.480","50.5","20.5","17.4","5.9","3.6","1.5","0.5",".",".",".","",".",".","0.2",".","0.0","."
"Special","","63","3.497","38.1","33.3","15.9","7.9","1.6",".",".",".",".",".","",".",".",".","3.2",".","."
"Graduate","","584","3.705","33.9","10.6","7.0","0.9","1.0",".",".","32.0","0.2","1.4","",".","12.5","0.3",".","0.2","."
"","Dept. Total","3515","3.503","47.5","19.1","15.6","5.1","3.1","1.2","0.4","5.3","0.0","0.2","",".","2.1","0.2","0.1","0.1","."
