"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","",""
"Understanding Dance","100
001","45","3.932","84.4","13.3",".",".",".",".",".",".",".",".",".",".","2.2",".",".","."
"","101
001","42","3.875","78.6","11.9","2.4","2.4",".",".",".","4.8",".",".",".",".",".",".",".","."
"","101
002","38","3.921","86.8","10.5","2.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
101","39","3.795","87.2",".","10.3",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"Ballroom Dance I","Course Total","119","3.863","84.0","7.6","5.0","0.8",".",".","0.8","1.7",".",".",".",".",".",".",".","."
"Modern Jazz Dance","103
001","25","3.979","92.0","4.0",".",".",".",".",".",".",".",".",".",".","4.0",".",".","."
"","105
001","21","3.857","76.2","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","35","3.941","91.4",".","5.7",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"Ballet I","Course Total","56","3.909","85.7","7.1","5.4",".",".",".",".",".",".",".",".",".","1.8",".",".","."
"Ballet II","106
001","14","3.929","92.9",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Dance I","107
001","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","110
010","39","3.842","71.8","20.5","5.1",".",".",".",".","2.6",".",".",".",".",".",".",".","."
"","110
011","30","3.845","73.3","16.7","6.7",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"","110
012","33","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
013","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Workshop in Dance Activity","Course Total","134","3.920","85.8","9.7","3.0",".",".",".",".","1.5",".",".",".",".",".",".",".","."
"","111
001","25","3.870","72.0","16.0","4.0",".",".",".",".",".",".",".",".",".","8.0",".",".","."
"","111
002","10","3.800","80.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","111
003","25","3.760","68.0","20.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Cont Dance Technique&Theory I","Course Total","60","3.824","71.7","16.7","5.0","3.3",".",".",".",".",".",".",".",".","3.3",".",".","."
"","118
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","118
002","14","4.000","92.9",".",".",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"African Dance","Course Total","25","4.000","96.0",".",".",".",".",".",".","4.0",".",".",".",".",".",".",".","."
"Asian American Movement","121
001","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ballet Technique I","125
001","22","3.955","95.5",".","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","001
133","43","3.774","83.7","4.7","2.3","2.3","2.3",".","2.3","2.3",".",".",".",".",".",".",".","."
"","002
133","38","3.757","78.9","2.6","5.3",".","2.6",".","2.6","7.9",".",".",".",".",".",".",".","."
"Relax Techs for Stress Mgmt","Course Total","81","3.766","81.5","3.7","3.7","1.2","2.5",".","2.5","4.9",".",".",".",".",".",".",".","."
"","135
001","40","4.000","90.0",".",".",".",".",".",".","5.0",".",".",".",".","5.0",".",".","."
"","135
002","34","3.926","91.2","5.9",".","2.9",".",".",".",".",".",".",".",".",".",".",".","."
"","003
135","22","3.182","40.9","22.7","18.2","4.5",".","9.1","4.5",".",".",".",".",".",".",".",".","."
"Pilates Mat I","Course Total","96","3.777","79.2","7.3","4.2","2.1",".","2.1","1.0","2.1",".",".",".",".","2.1",".",".","."
"Pilates Equipment I","136
001","12","4.000","91.7",".",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"Dance Production","140
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Movemnt as Matl Thru Improv","156
001","25","3.833","72.0","20.0",".","4.0",".",".",".",".",".",".",".",".","4.0",".",".","."
"First Year Workshop","162
001","19","3.763","73.7","10.5","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"World Dance Cultures","165
001","22","3.571","50.0","22.7","13.6","4.5","4.5",".",".",".",".",".",".",".",".","4.5",".","."
"Dancing Gender","168
001","94","3.830","83.0","5.3","8.5","1.1","2.1",".",".",".",".",".",".",".",".",".",".","."
"Writing the Moving Body","200
001","20","3.600","70.0","10.0","15.0",".",".",".","5.0",".",".",".",".",".",".",".",".","."
"","211
001","18","3.765","72.2","5.6","11.1","5.6",".",".",".",".",".",".",".",".","5.6",".",".","."
