"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"500","005","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Reading Seminar in History","Course Total","","40","3.878","75.0","12.5","5.0",".",".",".",".","5.0",".",".",".",".",".",".",".","2.5"
"515
Holocaust: Hist, Memory & Educ","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"560
History of U.S. Media","001","","12","3.955","83.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"600","001","","9","3.389","66.7","11.1",".",".","11.1","11.1",".",".",".",".",".",".",".",".",".","."
"600","005","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","006","","22","3.950","81.8","9.1",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"600","007","","11","3.500","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"600","008","","15","3.733","80.0",".","13.3",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Advanced Seminar in History","Course Total","","69","3.761","73.9","11.6","7.2",".","2.9","1.4",".",".",".",".",".",".","2.9",".",".","."
"628
Hist-Civ Rghts Movmnt in US","001","","6","3.700","50.0","16.7","16.7",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"650
Books Print Cult Europe No Am","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"680
Honors Thesis Colloquium","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"681","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","048","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","093","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","114","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","11","",".",".",".",".",".",".",".",".",".",".",".","90.9",".",".","9.1","."
"682","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","117","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","123","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"701
History in Global Perspective","001","","17","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"710
Professional Development Sem","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"755
Prosem-S E Asian History","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"800
Research Seminar in History","001","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"804
Interdis W Europ Studies Sm","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"845
Smr-Central European Hist","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","Page 261 of 467",""
