"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"699
Independent Reading","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"704
Curriculum Planning","001","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"712
Intro to C&I","001","","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Intro to Qualitative Research","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
School Practicum in CS&D","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
EducLingCultDiverseLrnrs","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"744
Perspectvs-Multicultrl Educ","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"775
Theories of Race/Racism in Ed","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"788
Qual Rsch Mthds-Educ: Field I","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"789
Qual Rsch Mthds-Educ: Field II","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","056","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Project or Thesis","Course Total","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"799","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Ind. Study","Course Total","","10","3.905","80.0",".","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"821
Constructionism","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Adv. Seminar in Digital Media","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916
Spec Topics:Rsch&Eval-C&I","001","","11","4.000","72.7",".",".",".",".",".",".",".",".",".",".",".","27.3",".",".","."
"932
Fndtns of Environ & Sustain Ed","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"947
Current Issues in Music Educ","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"975
General Seminar","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 05, 2023","","","","","","","","","","","","","","","","","","","","Page 89 of 467"
